title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_glide_XP_ClBr,r_glide_XP_Electro,r_glide_XP_GScore,r_glide_XP_HBond,i_glide_XP_impact_version,r_glide_XP_LipophilicEvdW,r_glide_XP_LowMW,r_glide_XP_Penalties,r_glide_XP_HBPenal,r_glide_XP_ExposPenal,r_glide_XP_RotPenal,r_glide_XP_PhobEn,r_glide_XP_PhobEnHB,r_glide_XP_PhobEnPairHB,r_glide_XP_PiCat,r_glide_XP_PiStack,i_glide_XP_PoseRank,r_glide_XP_Sitemap,r_glide_XP_Zpotr,r_i_glide_gscore,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_energy,r_i_glide_einternal,r_i_glide_emodel
"Z2002363111",1,Done,99.17,-10.1615,"glide-grid_6eti",,,-10.1615,-0.48,,,,,,,,,,,,,1,,,-10.1615,-44.7053,-3.40904,-48.1144,3.95885,-65.9728
"Z2002363111",2,Done,95.87,-9.94871,"glide-grid_6eti",,,-9.94871,-0.957451,,,,,,,,,,,,,1,,,-9.94871,-43.3514,-1.81289,-45.1643,13.0707,-64.4928
"Z2068103262",3,Done,99.6,-4.98817,"glide-grid_6eti",,,-4.98817,-0.352225,,,,,,,,,,,,,1,,,-4.98817,-41.8773,-2.31954,-44.1968,12.7542,-45.9006
"Z2068103262",4,Done,68.19,-7.61703,"glide-grid_6eti",,,-7.61703,0,,,,,,,,,,,,,1,,,-7.61703,-40.244,-3.13739,-43.3814,7.85152,-57.2516
"Z1983120562",5,Done,63.88,-6.48457,"glide-grid_6eti",,,-6.48457,0,,,,,,,,,,,,,1,,,-6.48457,-35.371,-3.45461,-38.8256,3.99476,-56.1078
"Z1983120562",6,Done,55.36,-7.19343,"glide-grid_6eti",,,-7.19343,0,,,,,,,,,,,,,1,,,-7.19343,-36.9136,-3.25759,-40.1712,4.53565,-58.5492
"Z1983120562",7,Done,67.91,-7.01244,"glide-grid_6eti",,,-7.01244,-0.503607,,,,,,,,,,,,,1,,,-7.01244,-38.4723,-0.919014,-39.3913,9.05062,-53.3642
"Z1983120562",8,Done,62.84,-7.26761,"glide-grid_6eti",,,-7.26761,-0.278306,,,,,,,,,,,,,1,,,-7.26761,-37.2356,-2.05886,-39.2944,4.99034,-56.4468
"Z2384671295",9,Done,87.08,-6.58004,"glide-grid_6eti",,,-6.58004,0,,,,,,,,,,,,,1,,,-6.58004,-37.0835,-8.36585,-45.4493,8.17617,-63.523
"Z2384671295",10,Done,93.85,-7.07654,"glide-grid_6eti",,,-7.07654,-0.564871,,,,,,,,,,,,,1,,,-7.07654,-38.8466,-6.84851,-45.6951,2.75071,-68.2339
"Z2384671295",11,Done,86.78,-7.97014,"glide-grid_6eti",,,-7.97014,-0.680668,,,,,,,,,,,,,1,,,-7.97014,-40.3369,-1.55498,-41.8919,2.0839,-62.3639
"Z2384671295",12,Done,86.6,-9.08467,"glide-grid_6eti",,,-9.08467,-0.7,,,,,,,,,,,,,1,,,-9.08467,-42.2,-2.13501,-44.335,1.43584,-67.9571
"Z2596770048",13,Done,41.07,-7.63402,"glide-grid_6eti",,,-7.63402,0,,,,,,,,,,,,,1,,,-7.63402,-22.6068,-1.66615,-24.2729,13.7588,-30.6204
"Z2596770048",14,Done,75.88,-6.78667,"glide-grid_6eti",,,-6.78667,0,,,,,,,,,,,,,1,,,-6.78667,-21.3092,1.63928,-19.6699,5.5086,-31.3143
"Z2596770048",15,Done,51.2,-7.44598,"glide-grid_6eti",,,-7.44598,-0.324761,,,,,,,,,,,,,1,,,-7.44598,-29.5142,-0.496071,-30.0103,8.49913,-32.8443
"Z2596770048",16,Done,47.37,-3.61475,"glide-grid_6eti",,,-3.61475,0,,,,,,,,,,,,,1,,,-3.61475,-25.3876,-1.61357,-27.0012,0.361109,-27.748
"Z3074709836",17,Done,91.38,-5.84337,"glide-grid_6eti",,,-5.84337,-0.415772,,,,,,,,,,,,,1,,,-5.84337,-33.0548,-1.05035,-34.1052,8.31299,-51.7606
"Z3414205316",18,Done,27.96,-5.64359,"glide-grid_6eti",,,-5.64359,0,,,,,,,,,,,,,1,,,-5.64359,-50.45,-0.998444,-51.4484,7.47431,-65.5665
"Z3414205316",19,Done,29.16,-5.75807,"glide-grid_6eti",,,-5.75807,0,,,,,,,,,,,,,1,,,-5.75807,-40.3321,-1.98652,-42.3186,6.83369,-45.1499
"Z2219009435",20,Done,31.46,-4.73409,"glide-grid_6eti",,,-4.73409,0,,,,,,,,,,,,,1,,,-4.73409,-31.6243,1.08573,-30.5386,1.5954,-35.6056
"Z2219009435",21,Done,33.37,-5.44596,"glide-grid_6eti",,,-5.44596,-0.379636,,,,,,,,,,,,,1,,,-5.44596,-37.261,-0.240567,-37.5015,9.37933,-38.7982
"Z2219356001",22,Done,81.86,-6.04853,"glide-grid_6eti",,,-6.04853,0,,,,,,,,,,,,,1,,,-6.04853,-35.382,-1.03214,-36.4141,1.4661,-53.6262
"Z2219356001",23,Done,53.77,-6.04135,"glide-grid_6eti",,,-6.04135,0,,,,,,,,,,,,,1,,,-6.04135,-36.9344,-2.52795,-39.4623,0.829655,-55.3386
"Z2090480435",24,Done,55.44,-9.20696,"glide-grid_6eti",,,-9.20696,0,,,,,,,,,,,,,1,,,-9.20696,-45.4949,0.225311,-45.2696,5.11275,-60.3798
"Z1192056447",25,Done,47.68,-8.66244,"glide-grid_6eti",,,-8.66244,0,,,,,,,,,,,,,1,,,-8.66244,-39.9916,0.191214,-39.8004,1.51685,-61.0851
"Z1192056447",26,Done,50.68,-8.99022,"glide-grid_6eti",,,-8.99022,0,,,,,,,,,,,,,1,,,-8.99022,-44.1473,-0.700398,-44.8477,2.56998,-59.7984
"Z2621967794",27,Done,48.54,-7.43469,"glide-grid_6eti",,,-7.43469,-1.04271,,,,,,,,,,,,,1,,,-7.43469,-42.7587,-2.39092,-45.1496,0.33625,-72.9295
"Z2621967794",28,Done,57.3,-8.83061,"glide-grid_6eti",,,-8.83061,-0.16631,,,,,,,,,,,,,1,,,-8.83061,-44.0713,-4.05253,-48.1238,2.04707,-75.6073
"Z1032471986",29,Done,38.07,-6.03782,"glide-grid_6eti",,,-6.03782,0,,,,,,,,,,,,,1,,,-6.03782,-32.6182,-0.181973,-32.8002,2.53558,-44.6037
"Z1510958660",30,Done,45.78,-6.99227,"glide-grid_6eti",,,-6.99227,0,,,,,,,,,,,,,1,,,-6.99227,-34.5966,-2.57791,-37.1745,15.7049,-37.2351
"Z1510958660",31,Done,42.3,-7.3384,"glide-grid_6eti",,,-7.3384,0,,,,,,,,,,,,,1,,,-7.3384,-36.0837,0.461877,-35.6219,2.78533,-49.0447
"Z646436336",32,Done,42.24,-7.83817,"glide-grid_6eti",,,-7.83817,-0.52724,,,,,,,,,,,,,1,,,-7.83817,-34.7302,-1.90833,-36.6385,8.68479,-44.489
"Z2159285518",33,Done,77.18,-8.5091,"glide-grid_6eti",,,-8.5091,-0.7,,,,,,,,,,,,,1,,,-8.5091,-46.4479,-4.28118,-50.7291,5.69007,-62.9084
"Z2936916959",34,Done,69.8,-6.21851,"glide-grid_6eti",,,-6.21851,0,,,,,,,,,,,,,1,,,-6.21851,-32.6369,-4.71551,-37.3524,1.01636,-54.2018
"Z2936916959",35,Done,67.23,-5.50092,"glide-grid_6eti",,,-5.50092,0,,,,,,,,,,,,,1,,,-5.50092,-34.0702,-4.06125,-38.1315,2.30423,-53.5227
"Z2945948375",36,Done,79.99,-8.03974,"glide-grid_6eti",,,-8.03974,0,,,,,,,,,,,,,1,,,-8.03974,-43.748,-2.63231,-46.3803,7.81677,-67.272
"Z2945948375",37,Done,78.6,-7.23066,"glide-grid_6eti",,,-7.23066,0,,,,,,,,,,,,,1,,,-7.23066,-44.8193,-1.28142,-46.1007,0,-67.9997
"Z3217386639",38,Done,79.45,-3.61708,"glide-grid_6eti",,,-3.61708,0,,,,,,,,,,,,,1,,,-3.61708,-38.7979,0.495168,-38.3027,9.82733,-51.6987
"Z3217386639",39,Done,104.05,-3.92157,"glide-grid_6eti",,,-3.92157,-0.7,,,,,,,,,,,,,1,,,-3.92157,-35.2077,-5.10461,-40.3124,13.033,-50.5088
"Z953549560",40,Done,109.62,-7.98745,"glide-grid_6eti",,,-7.98745,0,,,,,,,,,,,,,1,,,-7.98745,-42.4402,-2.32171,-44.7619,11.4616,-58.8823
"Z743389612",41,Done,80.43,-5.53457,"glide-grid_6eti",,,-5.53457,0,,,,,,,,,,,,,1,,,-5.53457,-45.2864,-1.20894,-46.4954,6.71706,-72.0078
"Z743389612",42,Done,57.62,-6.42193,"glide-grid_6eti",,,-6.42193,0,,,,,,,,,,,,,1,,,-6.42193,-43.818,-1.97315,-45.7911,3.08116,-68.5913
"Z743389612",43,Done,59.33,-5.58189,"glide-grid_6eti",,,-5.58189,0,,,,,,,,,,,,,1,,,-5.58189,-41.8916,-4.50991,-46.4015,0.124033,-62.8559
"Z743389612",44,Done,47.4,-8.53534,"glide-grid_6eti",,,-8.53534,0,,,,,,,,,,,,,1,,,-8.53534,-40.346,-1.8594,-42.2054,3.53577,-64.0065
"Z2438455621",45,Done,44.74,-8.14997,"glide-grid_6eti",,,-8.14997,0,,,,,,,,,,,,,1,,,-8.14997,-34.1993,-2.64053,-36.8398,0.602835,-38.9263
"Z2438455621",46,Done,46.92,-7.4125,"glide-grid_6eti",,,-7.4125,0,,,,,,,,,,,,,1,,,-7.4125,-27.2292,-5.65826,-32.8874,2.07318,-49.5225
"Z2438455621",47,Done,41.61,-3.61228,"glide-grid_6eti",,,-3.61228,0,,,,,,,,,,,,,1,,,-3.61228,-37.101,-2.98326,-40.0843,1.63661,-56.224
"Z2438455621",48,Done,44.58,-8.14997,"glide-grid_6eti",,,-8.14997,0,,,,,,,,,,,,,1,,,-8.14997,-34.1993,-2.64053,-36.8398,0.602835,-38.9263
"Z1262261742",49,Done,62.57,-8.5954,"glide-grid_6eti",,,-8.5954,0,,,,,,,,,,,,,1,,,-8.5954,-45.2916,-3.12297,-48.4146,5.02639,-67.9237
"Z1866425631",50,Done,105.12,-5.7481,"glide-grid_6eti",,,-5.7481,0,,,,,,,,,,,,,1,,,-5.7481,-37.2486,-3.51084,-40.7595,3.43088,-51.739
"Z1866425631",51,Done,106.59,-6.06662,"glide-grid_6eti",,,-6.06662,0,,,,,,,,,,,,,1,,,-6.06662,-34.1355,-2.34504,-36.4806,4.9669,-52.959
"Z1866425631",52,Done,89.76,-8.39784,"glide-grid_6eti",,,-8.39784,0,,,,,,,,,,,,,1,,,-8.39784,-37.5375,-2.79884,-40.3363,1.98645,-53.4727
"Z1866425631",53,Done,149.3,-5.14748,"glide-grid_6eti",,,-5.14748,0,,,,,,,,,,,,,1,,,-5.14748,-37.9742,-3.49425,-41.4685,2.17441,-59.0342
"Z2505086307",54,Done,57.86,-4.59469,"glide-grid_6eti",,,-4.59469,0,,,,,,,,,,,,,1,,,-4.59469,-30.7197,-1.09963,-31.8193,4.92387,-43.4783
"Z2505086307",55,Done,73.3,-3.43323,"glide-grid_6eti",,,-3.43323,0,,,,,,,,,,,,,1,,,-3.43323,-27.7399,-7.65449,-35.3944,2.78801,-47.8094
"Z2505086307",56,Done,93.23,-7.45469,"glide-grid_6eti",,,-7.45469,0,,,,,,,,,,,,,1,,,-7.45469,-28.4004,-2.91198,-31.3123,3.90707,-45.9915
"Z2505086307",57,Done,57.5,-2.66545,"glide-grid_6eti",,,-2.66545,0,,,,,,,,,,,,,1,,,-2.66545,-26.8579,-4.80731,-31.6652,1.54758,-39.6205
"Z1508059393",58,Done,46.14,-7.1366,"glide-grid_6eti",,,-7.1366,0,,,,,,,,,,,,,1,,,-7.1366,-40.937,-5.00685,-45.9439,3.32647,-61.9391
"Z1508059393",59,Done,49.99,-7.44166,"glide-grid_6eti",,,-7.44166,0,,,,,,,,,,,,,1,,,-7.44166,-46.7773,-2.5298,-49.3071,12.2029,-73.0092
"Z1511646403",60,Done,61.68,-8.32182,"glide-grid_6eti",,,-8.32182,-1.33,,,,,,,,,,,,,1,,,-8.32182,-34.1956,-6.54342,-40.739,1.73282,-57.5269
"Z2032948545",61,Done,89.84,-7.40796,"glide-grid_6eti",,,-7.40796,0,,,,,,,,,,,,,1,,,-7.40796,-37.0914,-3.357,-40.4484,4.47,-57.1276
"Z2202195851",62,Done,47.97,-9.95592,"glide-grid_6eti",,,-9.95592,-0.175327,,,,,,,,,,,,,1,,,-9.95592,-39.7258,-2.42891,-42.1547,3.96619,-64.9394
"Z2202195851",63,Done,52.03,-9.00117,"glide-grid_6eti",,,-9.00117,0,,,,,,,,,,,,,1,,,-9.00117,-41.4546,-3.03411,-44.4887,1.38039,-67.6766
"Z826943764",64,Done,46.71,-7.25992,"glide-grid_6eti",,,-7.25992,-0.571563,,,,,,,,,,,,,1,,,-7.25992,-34.2001,-3.23124,-37.4314,0.945263,-53.6164
"Z908578626",65,Done,38.78,-8.11414,"glide-grid_6eti",,,-8.11414,0,,,,,,,,,,,,,1,,,-8.11414,-36.7157,-3.0298,-39.7455,7.43423,-49.7722
"Z908578626",66,Done,25.18,-8.25963,"glide-grid_6eti",,,-8.25963,-0.0402185,,,,,,,,,,,,,1,,,-8.25963,-36.8269,-0.559209,-37.3861,0.910556,-54.0649
"Z921257976",67,Done,32.57,-8.43739,"glide-grid_6eti",,,-8.43739,0,,,,,,,,,,,,,1,,,-8.43739,-39.3393,-3.10197,-42.4413,0.411972,-62.2334
"Z921257976",68,Done,35.68,-7.63475,"glide-grid_6eti",,,-7.63475,0,,,,,,,,,,,,,1,,,-7.63475,-38.3856,-1.08819,-39.4738,6.4197,-53.1705
"Z1250708970",69,Done,50.48,-8.9107,"glide-grid_6eti",,,-8.9107,-0.7,,,,,,,,,,,,,1,,,-8.9107,-36.8273,-5.07602,-41.9033,3.34368,-58.9262
"Z2447348297",70,Done,36.26,-8.2355,"glide-grid_6eti",,,-8.2355,-0.7,,,,,,,,,,,,,1,,,-8.2355,-33.9831,-4.15256,-38.1356,2.82179,-54.6045
"Z432038490",71,Done,55.31,-7.37486,"glide-grid_6eti",,,-7.37486,-0.301079,,,,,,,,,,,,,1,,,-7.37486,-35.2638,-2.80708,-38.0708,4.84598,-49.9095
"Z432038490",72,Done,48.44,-3.83318,"glide-grid_6eti",,,-3.83318,-0.666067,,,,,,,,,,,,,1,,,-3.83318,-34.0113,-1.67774,-35.689,11.2055,-48.2806
"Z432038490",73,Done,39.91,-4.65943,"glide-grid_6eti",,,-4.65943,-0.7,,,,,,,,,,,,,1,,,-4.65943,-34.466,-2.33388,-36.7999,1.8279,-51.9418
"Z432038490",74,Done,54.9,-6.13366,"glide-grid_6eti",,,-6.13366,-0.7,,,,,,,,,,,,,1,,,-6.13366,-35.2171,-2.57837,-37.7955,6.0255,-50.9981
"Z1444471031",75,Done,28.08,-6.82862,"glide-grid_6eti",,,-6.82862,0,,,,,,,,,,,,,1,,,-6.82862,-37.922,0.320519,-37.6015,2.35947,-49.2663
"Z1444471031",76,Done,22.52,-6.89701,"glide-grid_6eti",,,-6.89701,0,,,,,,,,,,,,,1,,,-6.89701,-36.3978,0.0570548,-36.3408,3.54912,-49.2837
"Z1444471031",77,Done,21.57,-6.82649,"glide-grid_6eti",,,-6.82649,0,,,,,,,,,,,,,1,,,-6.82649,-35.9531,-0.822836,-36.7759,1.16343,-50.61
"Z1444471031",78,Done,18.15,-7.67722,"glide-grid_6eti",,,-7.67722,0,,,,,,,,,,,,,1,,,-7.67722,-34.5473,-1.01226,-35.5595,1.53475,-48.8244
"Z1154375457",79,Done,77.89,-4.02148,"glide-grid_6eti",,,-4.02148,-0.416015,,,,,,,,,,,,,1,,,-4.02148,-41.993,-3.65038,-45.6434,2.27121,-69.949
"Z1984019952",80,Done,88.66,-8.17599,"glide-grid_6eti",,,-8.17599,-0.7,,,,,,,,,,,,,1,,,-8.17599,-42.4793,-4.67766,-47.157,4.63178,-70.3893
"Z1334656264",81,Done,54.99,-8.83694,"glide-grid_6eti",,,-8.83694,-0.22482,,,,,,,,,,,,,1,,,-8.83694,-42.9717,-1.35069,-44.3224,0.725409,-56.7743
"Z1334656264",82,Done,62.65,-8.4316,"glide-grid_6eti",,,-8.4316,0,,,,,,,,,,,,,1,,,-8.4316,-44.2561,-2.66756,-46.9236,8.29878,-69.4576
"Z2000545972",83,Done,162.46,-10.1441,"glide-grid_6eti",,,-10.1441,0,,,,,,,,,,,,,1,,,-10.1441,-55.9713,-1.67305,-57.6444,5.64603,-96.0554
"Z2000545972",84,Done,164.83,-9.74447,"glide-grid_6eti",,,-9.74447,0,,,,,,,,,,,,,1,,,-9.74447,-57.9841,-0.687126,-58.6712,5.92927,-95.5943
"Z443311050",85,Done,68.32,-9.41242,"glide-grid_6eti",,,-9.41242,0,,,,,,,,,,,,,1,,,-9.41242,-47.5188,-0.293515,-47.8123,9.66472,-63.0604
"Z2001459505",86,Done,32.07,-8.39736,"glide-grid_6eti",,,-8.39736,0,,,,,,,,,,,,,1,,,-8.39736,-36.5759,0.795252,-35.7806,6.47679,-47.5961
"Z2001459505",87,Done,31.98,-5.67232,"glide-grid_6eti",,,-5.67232,0,,,,,,,,,,,,,1,,,-5.67232,-34.5117,0.112373,-34.3993,1.81065,-47.7292
"Z512981932",88,Done,89.09,-8.25219,"glide-grid_6eti",,,-8.25219,0,,,,,,,,,,,,,1,,,-8.25219,-37.7842,-2.3203,-40.1045,9.75404,-58.2936
"Z512981932",89,Done,90.83,-7.45167,"glide-grid_6eti",,,-7.45167,0,,,,,,,,,,,,,1,,,-7.45167,-43.0738,-0.407762,-43.4816,7.96353,-67.7807
"Z432546152",90,Done,53.79,-6.17261,"glide-grid_6eti",,,-6.17261,-0.781817,,,,,,,,,,,,,1,,,-6.17261,-34.5287,-8.28843,-42.8172,1.36092,-64.2223
"Z1503569030",91,Done,59.45,-8.90102,"glide-grid_6eti",,,-8.90102,0,,,,,,,,,,,,,1,,,-8.90102,-47.0018,-0.560698,-47.5625,3.56178,-62.1312
"Z1503569030",92,Done,71.4,-8.35784,"glide-grid_6eti",,,-8.35784,0,,,,,,,,,,,,,1,,,-8.35784,-37.4942,-1.7124,-39.2066,7.97183,-51.6587
"Z1503569030",93,Done,62.44,-8.78281,"glide-grid_6eti",,,-8.78281,0,,,,,,,,,,,,,1,,,-8.78281,-48.1044,-0.438185,-48.5426,0.763451,-71.3668
"Z1503569030",94,Done,66.55,-8.69854,"glide-grid_6eti",,,-8.69854,0,,,,,,,,,,,,,1,,,-8.69854,-43.5212,-1.01288,-44.5341,1.49105,-59.9575
"Z1503569030",95,Done,60.54,-8.7672,"glide-grid_6eti",,,-8.7672,0,,,,,,,,,,,,,1,,,-8.7672,-47.9665,-0.157372,-48.1239,1.45669,-70.8081
"Z1503569030",96,Done,76,-8.7981,"glide-grid_6eti",,,-8.7981,0,,,,,,,,,,,,,1,,,-8.7981,-48.8569,-0.240945,-49.0978,28.2304,-55.9959
"Z1503569030",97,Done,61.54,-8.59363,"glide-grid_6eti",,,-8.59363,0,,,,,,,,,,,,,1,,,-8.59363,-46.6362,0.255124,-46.381,3.18193,-60.6647
"Z1503569030",98,Done,65.83,-8.48056,"glide-grid_6eti",,,-8.48056,0,,,,,,,,,,,,,1,,,-8.48056,-46.3233,-0.0265809,-46.3499,0.733534,-62.0907
"Z1503569030",99,Done,70.11,-8.45399,"glide-grid_6eti",,,-8.45399,0,,,,,,,,,,,,,1,,,-8.45399,-44.76,-1.20244,-45.9625,1.52636,-65.4217
"Z1503569030",100,Done,62.8,-8.58506,"glide-grid_6eti",,,-8.58506,0,,,,,,,,,,,,,1,,,-8.58506,-45.7609,0.706953,-45.054,3.26937,-63.1891
"Z1503569030",101,Done,66.33,-8.80523,"glide-grid_6eti",,,-8.80523,0,,,,,,,,,,,,,1,,,-8.80523,-43.2241,-2.0659,-45.29,2.38591,-61.4975
"Z1503569030",102,Done,62.8,-8.43164,"glide-grid_6eti",,,-8.43164,0,,,,,,,,,,,,,1,,,-8.43164,-43.9308,-2.04683,-45.9776,0.359628,-65.6107
"Z1503569030",103,Done,76.82,-8.25899,"glide-grid_6eti",,,-8.25899,0,,,,,,,,,,,,,1,,,-8.25899,-42.8266,-0.972103,-43.7987,7.51819,-60.449
"Z1503569030",104,Done,61.89,-8.76014,"glide-grid_6eti",,,-8.76014,0,,,,,,,,,,,,,1,,,-8.76014,-45.358,0.00967275,-45.3483,3.67434,-64.8824
"Z1503569030",105,Done,67.48,-8.53139,"glide-grid_6eti",,,-8.53139,0,,,,,,,,,,,,,1,,,-8.53139,-45.9769,-1.17858,-47.1555,2.27512,-67.6097
"Z1503569030",106,Done,65.49,-8.33361,"glide-grid_6eti",,,-8.33361,0,,,,,,,,,,,,,1,,,-8.33361,-43.2493,-0.468494,-43.7178,5.55088,-60.9044
"Z356160324",107,Done,50.08,-7.03541,"glide-grid_6eti",,,-7.03541,0,,,,,,,,,,,,,1,,,-7.03541,-40.0511,-1.90587,-41.9569,0.187489,-63.5953
"Z1996838746",108,Done,49.13,-8.00586,"glide-grid_6eti",,,-8.00586,0,,,,,,,,,,,,,1,,,-8.00586,-44.7801,-2.49213,-47.2723,2.99346,-66.866
"Z203181148",109,Done,20.65,-5.68171,"glide-grid_6eti",,,-5.68171,-0.7,,,,,,,,,,,,,1,,,-5.68171,-36.9515,-1.42288,-38.3744,1.55446,-38.1345
"Z203181148",110,Done,20.09,0.5919,"glide-grid_6eti",,,0.5919,-0.7,,,,,,,,,,,,,1,,,0.5919,-36.3086,-0.078498,-36.3871,2.48644,-46.359
"Z1504917780",111,Done,47.77,-7.12435,"glide-grid_6eti",,,-7.12435,0,,,,,,,,,,,,,1,,,-7.12435,-39.2879,1.1617,-38.1262,2.92114,-56.9548
"Z237704622",112,Done,89.51,-9.59884,"glide-grid_6eti",,,-9.59884,0,,,,,,,,,,,,,1,,,-9.59884,-51.5598,0.227779,-51.3321,2.14817,-75.7725
"Z237704622",113,Done,82.11,-9.73747,"glide-grid_6eti",,,-9.73747,0,,,,,,,,,,,,,1,,,-9.73747,-49.4102,-1.20919,-50.6193,5.83027,-69.9801
"Z370424556",114,Done,54.33,-9.93278,"glide-grid_6eti",,,-9.93278,0,,,,,,,,,,,,,1,,,-9.93278,-46.4159,-2.11213,-48.528,5.93716,-74.7059
"Z370424556",115,Done,51.16,-9.48131,"glide-grid_6eti",,,-9.48131,0,,,,,,,,,,,,,1,,,-9.48131,-45.6805,-0.178453,-45.859,10.01,-68.1923
"Z1419566139",116,Done,58.92,-9.05148,"glide-grid_6eti",,,-9.05148,-0.645649,,,,,,,,,,,,,1,,,-9.05148,-36.9246,-4.43622,-41.3608,7.77301,-56.1705
"Z1419566139",117,Done,62.97,-8.33178,"glide-grid_6eti",,,-8.33178,0,,,,,,,,,,,,,1,,,-8.33178,-36.6013,-1.04165,-37.643,4.47886,-51.742
"Z1442629164",118,Done,53.19,-8.01847,"glide-grid_6eti",,,-8.01847,0,,,,,,,,,,,,,1,,,-8.01847,-34.1993,-1.96156,-36.1608,1.22052,-53.2492
"Z1442629164",119,Done,46.16,-6.79333,"glide-grid_6eti",,,-6.79333,-0.116351,,,,,,,,,,,,,1,,,-6.79333,-36.7952,-1.11675,-37.912,0.876633,-48.6983
"Z1510349229",120,Done,80.17,-9.76051,"glide-grid_6eti",,,-9.76051,-0.7,,,,,,,,,,,,,1,,,-9.76051,-36.2417,-5.12402,-41.3657,4.06746,-59.2908
"Z1510349229",121,Done,73.67,-8.50644,"glide-grid_6eti",,,-8.50644,-0.380706,,,,,,,,,,,,,1,,,-8.50644,-34.2098,-5.00801,-39.2178,5.35363,-55.6569
"Z1019040068",122,Done,47.07,-8.48219,"glide-grid_6eti",,,-8.48219,0,,,,,,,,,,,,,1,,,-8.48219,-38.0523,-1.51629,-39.5686,0.349805,-60.0171
"Z1019040068",123,Done,54.94,-9.44117,"glide-grid_6eti",,,-9.44117,-0.7,,,,,,,,,,,,,1,,,-9.44117,-36.9789,-0.868321,-37.8472,5.74986,-54.6332
"Z2019044459",124,Done,69.97,-8.977,"glide-grid_6eti",,,-8.977,0,,,,,,,,,,,,,1,,,-8.977,-44.2681,-1.43169,-45.6998,1.10123,-65.4365
"Z2020861027",125,Done,93.34,-9.94345,"glide-grid_6eti",,,-9.94345,-1.33,,,,,,,,,,,,,1,,,-9.94345,-51.9083,-6.32951,-58.2378,6.69919,-86.9756
"Z2020861027",126,Done,124.24,-9.76899,"glide-grid_6eti",,,-9.76899,-1.625,,,,,,,,,,,,,1,,,-9.76899,-50.1577,-4.5188,-54.6765,9.67653,-84.0897
"Z2218091683",127,Done,81.17,-9.18405,"glide-grid_6eti",,,-9.18405,0,,,,,,,,,,,,,1,,,-9.18405,-42.925,-3.40098,-46.3259,4.41594,-62.7164
"Z1943349686",128,Done,35.29,-7.98407,"glide-grid_6eti",,,-7.98407,0,,,,,,,,,,,,,1,,,-7.98407,-40.7191,-2.42652,-43.1456,0.325595,-62.0219
"Z1943349686",129,Done,34.85,-6.58467,"glide-grid_6eti",,,-6.58467,0,,,,,,,,,,,,,1,,,-6.58467,-39.6599,-2.16729,-41.8271,3.03155,-59.6892
"Z1420721469",130,Done,55.06,-9.45737,"glide-grid_6eti",,,-9.45737,0,,,,,,,,,,,,,1,,,-9.45737,-45.6497,-1.54793,-47.1976,2.99765,-72.1351
"Z1420721469",131,Done,51.05,-9.30124,"glide-grid_6eti",,,-9.30124,-0.573459,,,,,,,,,,,,,1,,,-9.30124,-44.2734,-1.48696,-45.7604,7.59638,-65.0105
"Z2435117640",132,Done,52.31,-8.05306,"glide-grid_6eti",,,-8.05306,0,,,,,,,,,,,,,1,,,-8.05306,-41.4311,-2.61714,-44.0482,0.622175,-68.9755
"Z2435117640",133,Done,65.33,-9.28534,"glide-grid_6eti",,,-9.28534,0,,,,,,,,,,,,,1,,,-9.28534,-43.2082,-4.05486,-47.2631,0.793703,-71.8931
"Z2053520063",134,Done,98.08,-5.37896,"glide-grid_6eti",,,-5.37896,-0.418694,,,,,,,,,,,,,1,,,-5.37896,-37.8629,-2.54534,-40.4082,7.70112,-57.623
"Z2053520063",135,Done,66.1,-5.32756,"glide-grid_6eti",,,-5.32756,0,,,,,,,,,,,,,1,,,-5.32756,-37.353,-1.44548,-38.7985,0.305072,-58.2698
"Z2053520063",136,Done,111,-5.51851,"glide-grid_6eti",,,-5.51851,0,,,,,,,,,,,,,1,,,-5.51851,-42.2842,-0.415936,-42.7001,4.68971,-62.2011
"Z2053520063",137,Done,71.34,-5.51521,"glide-grid_6eti",,,-5.51521,0,,,,,,,,,,,,,1,,,-5.51521,-39.3909,-1.21989,-40.6107,4.6129,-43.5586
"Z73293757",138,Done,126.38,-9.13163,"glide-grid_6eti",,,-9.13163,-0.7,,,,,,,,,,,,,1,,,-9.13163,-47.3222,-3.9383,-51.2605,3.62662,-75.7221
"Z1552620864",139,Done,63.49,-7.16205,"glide-grid_6eti",,,-7.16205,-0.186658,,,,,,,,,,,,,1,,,-7.16205,-40.7353,-4.78551,-45.5208,9.15024,-61.8228
"Z2058551973",140,Done,84.88,-6.95596,"glide-grid_6eti",,,-6.95596,-1.12188,,,,,,,,,,,,,1,,,-6.95596,-34.7506,-9.36821,-44.1188,6.61274,-66.4595
"Z2058551973",141,Done,81.24,-6.10842,"glide-grid_6eti",,,-6.10842,-0.48,,,,,,,,,,,,,1,,,-6.10842,-37.5277,-3.36447,-40.8922,6.17144,-59.2403
"Z2058551973",142,Done,82.22,-7.00962,"glide-grid_6eti",,,-7.00962,-1.31826,,,,,,,,,,,,,1,,,-7.00962,-37.5718,-8.84224,-46.414,6.15188,-66.3852
