title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_glide_XP_ClBr,r_glide_XP_Electro,r_glide_XP_GScore,r_glide_XP_HBond,i_glide_XP_impact_version,r_glide_XP_LipophilicEvdW,r_glide_XP_LowMW,r_glide_XP_Penalties,r_glide_XP_HBPenal,r_glide_XP_ExposPenal,r_glide_XP_RotPenal,r_glide_XP_PhobEn,r_glide_XP_PhobEnHB,r_glide_XP_PhobEnPairHB,r_glide_XP_PiCat,r_glide_XP_PiStack,i_glide_XP_PoseRank,r_glide_XP_Sitemap,r_glide_XP_Zpotr,r_i_glide_gscore,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_energy,r_i_glide_einternal,r_i_glide_emodel
"Z2072608413",20215,Done,50.41,-8.15511,"glide-grid_6eti",,,-8.15511,0,,,,,,,,,,,,,1,,,-8.15511,-46.2311,-4.5046,-50.7357,11.8512,-74.7547
"Z1128032366",20216,Done,47.55,-6.85432,"glide-grid_6eti",,,-6.85432,-0.265748,,,,,,,,,,,,,1,,,-6.85432,-41.7588,-3.3385,-45.0973,1.59463,-69.8012
"Z1129459109",20217,Done,77.25,-9.51895,"glide-grid_6eti",,,-9.51895,-0.113524,,,,,,,,,,,,,1,,,-9.51895,-38.2971,-4.33298,-42.6301,3.79968,-59.118
"Z1129459109",20218,Done,69.89,-9.29146,"glide-grid_6eti",,,-9.29146,-0.665213,,,,,,,,,,,,,1,,,-9.29146,-43.6599,-4.55876,-48.2186,4.24653,-73.669
"Z1132550717",20219,Done,150.82,-10.9264,"glide-grid_6eti",,,-10.9264,-0.7,,,,,,,,,,,,,1,,,-10.9264,-55.7747,-6.94399,-62.7186,3.77374,-111.272
"Z1576485015",20220,Done,56.11,-9.77064,"glide-grid_6eti",,,-9.77064,-0.7,,,,,,,,,,,,,1,,,-9.77064,-47.0422,-6.36674,-53.409,3.3757,-79.2203
"Z1980684959",20221,Done,133.43,-6.61426,"glide-grid_6eti",,,-6.61426,-0.0437024,,,,,,,,,,,,,1,,,-6.61426,-50.4481,-7.28136,-57.7294,9.4721,-84.5741
"Z1980684959",20222,Done,111.71,-8.63156,"glide-grid_6eti",,,-8.63156,-0.263479,,,,,,,,,,,,,1,,,-8.63156,-50.1319,0.447056,-49.6848,3.73847,-78.4279
"Z1980684959",20223,Done,113.41,-9.72749,"glide-grid_6eti",,,-9.72749,-0.713998,,,,,,,,,,,,,1,,,-9.72749,-44.9579,-5.95341,-50.9113,4.70503,-80.5306
"Z1980684959",20224,Done,120.33,-8.0795,"glide-grid_6eti",,,-8.0795,-0.7,,,,,,,,,,,,,1,,,-8.0795,-49.1935,-5.26696,-54.4605,5.59335,-85.6607
"Z1581009374",20225,Done,94.73,-8.2791,"glide-grid_6eti",,,-8.2791,0,,,,,,,,,,,,,1,,,-8.2791,-57.8657,-4.79793,-62.6636,9.77622,-96.2228
"Z1144428517",20226,Done,42.16,-8.2478,"glide-grid_6eti",,,-8.2478,0,,,,,,,,,,,,,1,,,-8.2478,-43.3852,-2.11158,-45.4968,4.18953,-66.2932
"Z2092384937",20227,Done,74.29,-8.61361,"glide-grid_6eti",,,-8.61361,0,,,,,,,,,,,,,1,,,-8.61361,-32.8941,0.195034,-32.6991,8.12654,-46.4068
"Z2092384937",20228,Done,67.38,-8.56741,"glide-grid_6eti",,,-8.56741,0,,,,,,,,,,,,,1,,,-8.56741,-32.5888,0.787937,-31.8009,7.95304,-40.2354
"Z2092384937",20229,Done,65.73,-8.58044,"glide-grid_6eti",,,-8.58044,0,,,,,,,,,,,,,1,,,-8.58044,-34.098,-0.249271,-34.3473,7.58171,-48.4244
"Z2092384937",20230,Done,74.14,-8.61361,"glide-grid_6eti",,,-8.61361,0,,,,,,,,,,,,,1,,,-8.61361,-32.8941,0.195034,-32.6991,8.12654,-46.4068
"Z2092384937",20231,Done,57.71,-8.56359,"glide-grid_6eti",,,-8.56359,0,,,,,,,,,,,,,1,,,-8.56359,-37.2998,-1.65645,-38.9563,6.68035,-52.1211
"Z2092384937",20232,Done,74.84,-8.56754,"glide-grid_6eti",,,-8.56754,-0.319756,,,,,,,,,,,,,1,,,-8.56754,-31.5493,-0.607565,-32.1569,2.36727,-43.0877
"Z2092384937",20233,Done,69.94,-7.10141,"glide-grid_6eti",,,-7.10141,0,,,,,,,,,,,,,1,,,-7.10141,-27.2314,-1.03056,-28.262,8.78907,-44.4152
"Z2092384937",20234,Done,57.73,-8.56359,"glide-grid_6eti",,,-8.56359,0,,,,,,,,,,,,,1,,,-8.56359,-37.2998,-1.65645,-38.9563,6.68035,-52.1211
"Z2229190057",20235,Done,34.37,-6.03179,"glide-grid_6eti",,,-6.03179,-0.7,,,,,,,,,,,,,1,,,-6.03179,-36.4231,-0.231217,-36.6543,4.30342,-52.9206
"Z2229190057",20236,Done,32.45,-4.79562,"glide-grid_6eti",,,-4.79562,-0.634141,,,,,,,,,,,,,1,,,-4.79562,-38.9853,-2.90734,-41.8926,1.39489,-59.9223
"Z2229190057",20237,Done,32.83,-7.48528,"glide-grid_6eti",,,-7.48528,-0.7,,,,,,,,,,,,,1,,,-7.48528,-39.0119,-1.11254,-40.1245,1.35167,-57.0943
"Z2229190057",20238,Done,33.49,-7.36016,"glide-grid_6eti",,,-7.36016,0,,,,,,,,,,,,,1,,,-7.36016,-38.6306,-1.74924,-40.3798,0.389586,-59.4013
"Z1168515744",20239,Done,41.69,-8.71856,"glide-grid_6eti",,,-8.71856,-0.7,,,,,,,,,,,,,1,,,-8.71856,-33.8338,-5.5531,-39.3869,7.60845,-51.4977
"Z1168515744",20240,Done,44.92,-8.463,"glide-grid_6eti",,,-8.463,-0.289089,,,,,,,,,,,,,1,,,-8.463,-32.7647,-2.95178,-35.7164,0.954167,-52.6424
"Z1603686019",20241,Done,96.7,-7.95711,"glide-grid_6eti",,,-7.95711,-0.662758,,,,,,,,,,,,,1,,,-7.95711,-41.3545,-5.72187,-47.0764,6.33173,-63.2853
"Z1603686019",20242,Done,94.29,-6.9925,"glide-grid_6eti",,,-6.9925,0,,,,,,,,,,,,,1,,,-6.9925,-38.0548,-2.28515,-40.34,11.2274,-49.9644
"Z1170055217",20243,Done,60.3,-8.38815,"glide-grid_6eti",,,-8.38815,0,,,,,,,,,,,,,1,,,-8.38815,-41.5914,0.0349936,-41.5565,5.26439,-59.6377
"Z1609559474",20244,Done,66.33,-8.7218,"glide-grid_6eti",,,-8.7218,0,,,,,,,,,,,,,1,,,-8.7218,-40.2357,-0.704578,-40.9403,9.72355,-55.274
"Z1609559474",20245,Done,62.84,-9.68193,"glide-grid_6eti",,,-9.68193,0,,,,,,,,,,,,,1,,,-9.68193,-38.0544,-3.8353,-41.8897,2.17708,-64.7543
"Z929118414",20246,Done,62.95,-7.72359,"glide-grid_6eti",,,-7.72359,-0.7,,,,,,,,,,,,,1,,,-7.72359,-36.4315,-5.15341,-41.5849,1.60132,-60.9885
"Z2231131267",20247,Done,80.74,-9.61443,"glide-grid_6eti",,,-9.61443,-0.7,,,,,,,,,,,,,1,,,-9.61443,-44.4978,-3.22391,-47.7217,1.22133,-72.3118
"Z2113591925",20248,Done,91.55,-7.92022,"glide-grid_6eti",,,-7.92022,0,,,,,,,,,,,,,1,,,-7.92022,-44.3401,0.0769612,-44.2632,11.3089,-58.6577
"Z2113591925",20249,Done,94.89,-8.03095,"glide-grid_6eti",,,-8.03095,0,,,,,,,,,,,,,1,,,-8.03095,-44.2567,-2.13792,-46.3947,2.27259,-66.1418
"Z1235503412",20250,Done,46.95,-8.81672,"glide-grid_6eti",,,-8.81672,0,,,,,,,,,,,,,1,,,-8.81672,-38.5067,-3.05713,-41.5638,0.974335,-56.8928
"Z2232111345",20251,Done,70.48,-9.89898,"glide-grid_6eti",,,-9.89898,-0.7,,,,,,,,,,,,,1,,,-9.89898,-50.2888,-1.827,-52.1158,1.09822,-78.7114
"Z2232111345",20252,Done,74.14,-9.80992,"glide-grid_6eti",,,-9.80992,-0.735518,,,,,,,,,,,,,1,,,-9.80992,-47.6196,-4.1249,-51.7445,10.8851,-75.7671
"Z2145054403",20253,Done,32.1,-6.40225,"glide-grid_6eti",,,-6.40225,0,,,,,,,,,,,,,1,,,-6.40225,-31.7776,-0.993877,-32.7715,10.7938,-43.2643
"Z2145054403",20254,Done,35.96,-6.68121,"glide-grid_6eti",,,-6.68121,0,,,,,,,,,,,,,1,,,-6.68121,-30.8049,-0.0999118,-30.9048,11.7381,-35.8009
"Z2145054403",20255,Done,38.04,-6.59734,"glide-grid_6eti",,,-6.59734,0,,,,,,,,,,,,,1,,,-6.59734,-31.5987,0.152057,-31.4467,3.81471,-39.638
"Z2145054403",20256,Done,31.98,-6.17477,"glide-grid_6eti",,,-6.17477,0,,,,,,,,,,,,,1,,,-6.17477,-32.4182,0.142222,-32.276,5.17631,-38.6177
"Z2153108522",20257,Done,80.66,-8.47404,"glide-grid_6eti",,,-8.47404,0,,,,,,,,,,,,,1,,,-8.47404,-44.2038,-2.03299,-46.2368,6.63967,-68.0509
"Z1828866903",20258,Done,42.57,-7.61925,"glide-grid_6eti",,,-7.61925,0,,,,,,,,,,,,,1,,,-7.61925,-29.6653,-0.949419,-30.6147,2.17859,-39.357
"Z2156287876",20259,Done,68.27,-9.72064,"glide-grid_6eti",,,-9.72064,-0.7,,,,,,,,,,,,,1,,,-9.72064,-46.9626,-3.07306,-50.0356,0.901484,-75.0724
"Z2156287876",20260,Done,67.78,-9.29952,"glide-grid_6eti",,,-9.29952,-0.7,,,,,,,,,,,,,1,,,-9.29952,-43.992,-1.86396,-45.856,1.36294,-73.3453
"Z2157145820",20261,Done,101.05,-7.71246,"glide-grid_6eti",,,-7.71246,-0.7,,,,,,,,,,,,,1,,,-7.71246,-43.9718,-0.677035,-44.6488,4.28173,-64.6283
"Z2157145820",20262,Done,92.79,-8.84826,"glide-grid_6eti",,,-8.84826,-0.243829,,,,,,,,,,,,,1,,,-8.84826,-38.1292,-4.76603,-42.8952,1.60125,-67.723
"Z2158193211",20263,Done,90.25,-10.2115,"glide-grid_6eti",,,-10.2115,0,,,,,,,,,,,,,1,,,-10.2115,-45.8636,-3.75906,-49.6226,5.42053,-79.1816
"Z1955701744",20264,Done,36.38,-7.30159,"glide-grid_6eti",,,-7.30159,0,,,,,,,,,,,,,1,,,-7.30159,-34.6176,-1.8494,-36.467,1.66274,-50.7721
"Z2170341422",20265,Done,36.07,-5.15083,"glide-grid_6eti",,,-5.15083,0,,,,,,,,,,,,,1,,,-5.15083,-36.859,-1.00825,-37.8673,4.3216,-53.3915
"Z2170341422",20266,Done,34.46,-5.47623,"glide-grid_6eti",,,-5.47623,0,,,,,,,,,,,,,1,,,-5.47623,-32.6332,0.463337,-32.1698,2.85139,-48.4988
"Z2171302970",20267,Done,222.22,-7.22171,"glide-grid_6eti",,,-7.22171,-0.7,,,,,,,,,,,,,1,,,-7.22171,-49.1045,-6.2445,-55.349,7.27641,-87.7673
"Z2171302970",20268,Done,249.88,-5.86249,"glide-grid_6eti",,,-5.86249,-0.394551,,,,,,,,,,,,,1,,,-5.86249,-43.3165,-3.93987,-47.2563,3.5318,-73.1787
"Z1250713638",20269,Done,59.79,-8.9825,"glide-grid_6eti",,,-8.9825,-0.7,,,,,,,,,,,,,1,,,-8.9825,-38.6641,-2.44376,-41.1079,8.05171,-55.305
"Z1250713638",20270,Done,59.81,-9.24342,"glide-grid_6eti",,,-9.24342,-0.7,,,,,,,,,,,,,1,,,-9.24342,-33.3387,-4.71653,-38.0552,1.60451,-51.4072
"Z2234066329",20271,Done,26.56,-5.6828,"glide-grid_6eti",,,-5.6828,-0.7,,,,,,,,,,,,,1,,,-5.6828,-36.7805,-4.50978,-41.2903,5.33697,-58.2775
"Z2234066329",20272,Done,28.51,-5.85817,"glide-grid_6eti",,,-5.85817,-0.7,,,,,,,,,,,,,1,,,-5.85817,-37.5377,-2.63035,-40.1681,3.42304,-52.8637
"Z1265741425",20273,Done,94.69,-7.82443,"glide-grid_6eti",,,-7.82443,0,,,,,,,,,,,,,1,,,-7.82443,-32.7792,-4.19164,-36.9708,10.7782,-54.8978
"Z1265741425",20274,Done,78.85,-6.04136,"glide-grid_6eti",,,-6.04136,0,,,,,,,,,,,,,1,,,-6.04136,-40.6013,4.22813,-36.3732,6.46211,-52.3762
"Z1695720217",20275,Done,50.88,-7.23645,"glide-grid_6eti",,,-7.23645,-0.651382,,,,,,,,,,,,,1,,,-7.23645,-32.365,-4.77199,-37.137,1.13351,-53.279
"Z1695720217",20276,Done,53.53,-6.7979,"glide-grid_6eti",,,-6.7979,-0.7,,,,,,,,,,,,,1,,,-6.7979,-33.7823,-5.34214,-39.1245,0.897839,-55.1836
"Z1928237883",20277,Done,130.37,-9.89995,"glide-grid_6eti",,,-9.89995,-0.545432,,,,,,,,,,,,,1,,,-9.89995,-49.7216,-6.34,-56.0616,5.69465,-86.4801
"Z1739095418",20278,Done,47.52,-4.5269,"glide-grid_6eti",,,-4.5269,0,,,,,,,,,,,,,1,,,-4.5269,-34.3652,-3.37316,-37.7384,7.39442,-44.8875
"Z1444033594",20279,Done,82.23,-8.74442,"glide-grid_6eti",,,-8.74442,0,,,,,,,,,,,,,1,,,-8.74442,-42.9267,-1.0574,-43.9841,11.5635,-57.7733
"Z1745508080",20280,Done,56.39,-6.12512,"glide-grid_6eti",,,-6.12512,0,,,,,,,,,,,,,1,,,-6.12512,-28.3996,-3.4009,-31.8005,1.67302,-45.5189
"Z1745508080",20281,Done,55.16,-5.84142,"glide-grid_6eti",,,-5.84142,-0.139785,,,,,,,,,,,,,1,,,-5.84142,-31.4103,-2.85916,-34.2695,4.15967,-44.1174
"Z2204821407",20282,Done,36.51,-4.84959,"glide-grid_6eti",,,-4.84959,0,,,,,,,,,,,,,1,,,-4.84959,-32.328,1.21498,-31.113,4.80324,-41.0918
"Z2204821407",20283,Done,37.42,-3.23757,"glide-grid_6eti",,,-3.23757,0,,,,,,,,,,,,,1,,,-3.23757,-31.0688,-0.0318001,-31.1006,0.683028,-45.4988
"Z2204821407",20284,Done,29.32,-5.06373,"glide-grid_6eti",,,-5.06373,0,,,,,,,,,,,,,1,,,-5.06373,-29.6045,0.344696,-29.2598,1.32216,-42.8388
"Z2204821407",20285,Done,33.66,-5.0972,"glide-grid_6eti",,,-5.0972,0,,,,,,,,,,,,,1,,,-5.0972,-32.7236,0.333867,-32.3898,5.25685,-41.4378
"Z2213999601",20286,Done,59.34,-8.15244,"glide-grid_6eti",,,-8.15244,-0.7,,,,,,,,,,,,,1,,,-8.15244,-33.7574,-4.68953,-38.4469,3.03741,-55.666
"Z1918488751",20287,Done,38.2,-7.8485,"glide-grid_6eti",,,-7.8485,0,,,,,,,,,,,,,1,,,-7.8485,-45.0415,-2.22674,-47.2682,5.17595,-64.7674
"Z1918488751",20288,Done,40.38,-7.57629,"glide-grid_6eti",,,-7.57629,0,,,,,,,,,,,,,1,,,-7.57629,-45.52,-1.13985,-46.6598,3.04743,-69.8584
"Z1756749238",20289,Done,63.96,-8.72732,"glide-grid_6eti",,,-8.72732,0,,,,,,,,,,,,,1,,,-8.72732,-48.3981,-0.344474,-48.7426,6.48016,-70.0058
"Z1756749238",20290,Done,68.32,-9.93408,"glide-grid_6eti",,,-9.93408,-0.189172,,,,,,,,,,,,,1,,,-9.93408,-48.0299,-2.06664,-50.0966,6.08731,-71.6601
"Z1756749238",20291,Done,66.49,-9.24452,"glide-grid_6eti",,,-9.24452,0,,,,,,,,,,,,,1,,,-9.24452,-49.622,-2.12411,-51.7461,3.58636,-71.4165
"Z1756749238",20292,Done,79.6,-9.72583,"glide-grid_6eti",,,-9.72583,0,,,,,,,,,,,,,1,,,-9.72583,-45.2192,-3.46236,-48.6816,10.7892,-67.2525
"Z1291251027",20293,Done,44.16,-8.591,"glide-grid_6eti",,,-8.591,-0.598694,,,,,,,,,,,,,1,,,-8.591,-34.2759,-5.35614,-39.6321,3.6419,-57.96
"Z2256285000",20294,Done,88.6,-8.64015,"glide-grid_6eti",,,-8.64015,-0.0911457,,,,,,,,,,,,,1,,,-8.64015,-43.8782,-3.47651,-47.3547,6.01236,-63.795
"Z2272644897",20295,Done,43.05,-6.29283,"glide-grid_6eti",,,-6.29283,-0.0301887,,,,,,,,,,,,,1,,,-6.29283,-23.4088,-2.14242,-25.5512,2.63344,-30.0985
"Z2276481513",20296,Done,30.86,-7.76414,"glide-grid_6eti",,,-7.76414,-0.7,,,,,,,,,,,,,1,,,-7.76414,-36.6174,-4.48586,-41.1033,2.14527,-58.7238
"Z1223956280",20297,Done,51.08,-8.8376,"glide-grid_6eti",,,-8.8376,-0.7,,,,,,,,,,,,,1,,,-8.8376,-43.5631,-2.70119,-46.2643,5.20407,-63.1468
"Z1223956280",20298,Done,50.57,-7.47498,"glide-grid_6eti",,,-7.47498,0,,,,,,,,,,,,,1,,,-7.47498,-44.82,-1.38285,-46.2029,4.18053,-65.6776
"Z1223956280",20299,Done,46.3,-9.05349,"glide-grid_6eti",,,-9.05349,0,,,,,,,,,,,,,1,,,-9.05349,-46.8384,-0.126149,-46.9645,8.48508,-66.6315
"Z1223956280",20300,Done,46.28,-8.76519,"glide-grid_6eti",,,-8.76519,0,,,,,,,,,,,,,1,,,-8.76519,-40.228,-1.10346,-41.3314,1.01563,-65.0756
"Z1223956280",20301,Done,47.1,-8.37189,"glide-grid_6eti",,,-8.37189,0,,,,,,,,,,,,,1,,,-8.37189,-44.4633,-0.197015,-44.6604,5.53228,-64.7485
"Z1223956280",20302,Done,48.62,-9.62156,"glide-grid_6eti",,,-9.62156,-0.7,,,,,,,,,,,,,1,,,-9.62156,-44.0328,-1.69448,-45.7273,5.0997,-68.8092
"Z1223956280",20303,Done,51.68,-8.8376,"glide-grid_6eti",,,-8.8376,-0.7,,,,,,,,,,,,,1,,,-8.8376,-43.5631,-2.70119,-46.2643,5.20407,-63.1468
"Z1223956280",20304,Done,51.5,-7.47498,"glide-grid_6eti",,,-7.47498,0,,,,,,,,,,,,,1,,,-7.47498,-44.82,-1.38285,-46.2029,4.18053,-65.6776
"Z1223956280",20305,Done,51.59,-8.8376,"glide-grid_6eti",,,-8.8376,-0.7,,,,,,,,,,,,,1,,,-8.8376,-43.5631,-2.70119,-46.2643,5.20407,-63.1468
"Z1223956280",20306,Done,51.31,-7.47498,"glide-grid_6eti",,,-7.47498,0,,,,,,,,,,,,,1,,,-7.47498,-44.82,-1.38285,-46.2029,4.18053,-65.6776
"Z1223956280",20307,Done,48.43,-8.0844,"glide-grid_6eti",,,-8.0844,0,,,,,,,,,,,,,1,,,-8.0844,-37.361,-0.785974,-38.147,0.486604,-60.6538
"Z1223956280",20308,Done,55.57,-8.79739,"glide-grid_6eti",,,-8.79739,-0.7,,,,,,,,,,,,,1,,,-8.79739,-38.4257,-1.98072,-40.4064,1.22869,-64.3714
"Z1223956280",20309,Done,51.18,-8.40954,"glide-grid_6eti",,,-8.40954,-0.0596247,,,,,,,,,,,,,1,,,-8.40954,-43.3955,-0.92112,-44.3166,5.14043,-67.0004
"Z1223956280",20310,Done,48.76,-8.31815,"glide-grid_6eti",,,-8.31815,0,,,,,,,,,,,,,1,,,-8.31815,-42.4197,-3.14969,-45.5693,3.6959,-60.4392
"Z1223956280",20311,Done,51.2,-8.8376,"glide-grid_6eti",,,-8.8376,-0.7,,,,,,,,,,,,,1,,,-8.8376,-43.5631,-2.70119,-46.2643,5.20407,-63.1468
"Z1223956280",20312,Done,51.45,-7.47498,"glide-grid_6eti",,,-7.47498,0,,,,,,,,,,,,,1,,,-7.47498,-44.82,-1.38285,-46.2029,4.18053,-65.6776
"Z1223956280",20313,Done,51.66,-8.8376,"glide-grid_6eti",,,-8.8376,-0.7,,,,,,,,,,,,,1,,,-8.8376,-43.5631,-2.70119,-46.2643,5.20407,-63.1468
"Z1223956280",20314,Done,51.34,-7.47498,"glide-grid_6eti",,,-7.47498,0,,,,,,,,,,,,,1,,,-7.47498,-44.82,-1.38285,-46.2029,4.18053,-65.6776
"Z1223956280",20315,Done,50.86,-8.42476,"glide-grid_6eti",,,-8.42476,0,,,,,,,,,,,,,1,,,-8.42476,-37.4537,-2.52148,-39.9752,1.88285,-62.0269
"Z1223956280",20316,Done,48.92,-7.51635,"glide-grid_6eti",,,-7.51635,0,,,,,,,,,,,,,1,,,-7.51635,-36.528,-0.171157,-36.6991,0.745144,-60.1057
"Z1223956280",20317,Done,57.04,-9.53448,"glide-grid_6eti",,,-9.53448,-0.7,,,,,,,,,,,,,1,,,-9.53448,-40.5886,-3.01979,-43.6084,2.51398,-66.3188
"Z1223956280",20318,Done,53.24,-9.83047,"glide-grid_6eti",,,-9.83047,-0.7,,,,,,,,,,,,,1,,,-9.83047,-42.5752,-2.8558,-45.431,2.40247,-60.5427
"Z1223956280",20319,Done,50.75,-8.8376,"glide-grid_6eti",,,-8.8376,-0.7,,,,,,,,,,,,,1,,,-8.8376,-43.5631,-2.70119,-46.2643,5.20407,-63.1468
"Z1223956280",20320,Done,51.39,-7.47498,"glide-grid_6eti",,,-7.47498,0,,,,,,,,,,,,,1,,,-7.47498,-44.82,-1.38285,-46.2029,4.18053,-65.6776
"Z1223956280",20321,Done,50.87,-8.8376,"glide-grid_6eti",,,-8.8376,-0.7,,,,,,,,,,,,,1,,,-8.8376,-43.5631,-2.70119,-46.2643,5.20407,-63.1468
"Z1223956280",20322,Done,51.49,-7.47498,"glide-grid_6eti",,,-7.47498,0,,,,,,,,,,,,,1,,,-7.47498,-44.82,-1.38285,-46.2029,4.18053,-65.6776
"Z1223956280",20323,Done,46.03,-9.591,"glide-grid_6eti",,,-9.591,0,,,,,,,,,,,,,1,,,-9.591,-46.4092,0.846853,-45.5623,9.13515,-65.1362
"Z1223956280",20324,Done,49.44,-7.30744,"glide-grid_6eti",,,-7.30744,-0.301542,,,,,,,,,,,,,1,,,-7.30744,-43.6122,-0.975336,-44.5875,6.48301,-65.0843
"Z1223956280",20325,Done,49.62,-8.47775,"glide-grid_6eti",,,-8.47775,-0.7,,,,,,,,,,,,,1,,,-8.47775,-41.4579,0.226276,-41.2317,1.58013,-64.3138
"Z1223956280",20326,Done,46.89,-8.93782,"glide-grid_6eti",,,-8.93782,0,,,,,,,,,,,,,1,,,-8.93782,-44.9716,-0.919855,-45.8915,1.81305,-67.8585
"Z1223956280",20327,Done,50.67,-8.8376,"glide-grid_6eti",,,-8.8376,-0.7,,,,,,,,,,,,,1,,,-8.8376,-43.5631,-2.70119,-46.2643,5.20407,-63.1468
"Z1223956280",20328,Done,51.26,-7.47498,"glide-grid_6eti",,,-7.47498,0,,,,,,,,,,,,,1,,,-7.47498,-44.82,-1.38285,-46.2029,4.18053,-65.6776
"Z1532020675",20329,Done,118.91,-6.50348,"glide-grid_6eti",,,-6.50348,-0.380439,,,,,,,,,,,,,1,,,-6.50348,-37.1114,1.39553,-35.7159,0,-54.2167
"Z1532020675",20330,Done,106.78,-1.15623,"glide-grid_6eti",,,-1.15623,-0.7,,,,,,,,,,,,,1,,,-1.15623,-34.8309,-3.88264,-38.7135,5.97654,-56.8094
"Z433458710",20331,Done,57.94,-9.48305,"glide-grid_6eti",,,-9.48305,0,,,,,,,,,,,,,1,,,-9.48305,-49.5949,-1.19268,-50.7876,1.96505,-73.6704
"Z433458710",20332,Done,63.26,-9.90092,"glide-grid_6eti",,,-9.90092,0,,,,,,,,,,,,,1,,,-9.90092,-46.5956,-1.51743,-48.113,4.46679,-73.2399
"Z1080889400",20333,Done,76.58,-8.79031,"glide-grid_6eti",,,-8.79031,0,,,,,,,,,,,,,1,,,-8.79031,-41.9256,-2.9455,-44.8711,4.42281,-61.1891
"Z1080889400",20334,Done,79.97,-8.1683,"glide-grid_6eti",,,-8.1683,0,,,,,,,,,,,,,1,,,-8.1683,-41.3152,-1.60534,-42.9205,4.75595,-49.6807
"Z1081333438",20335,Done,67.24,-9.34958,"glide-grid_6eti",,,-9.34958,-0.7,,,,,,,,,,,,,1,,,-9.34958,-43.0021,0.0236785,-42.9784,12.5075,-55.9991
"Z1081333438",20336,Done,73.78,-6.51366,"glide-grid_6eti",,,-6.51366,0,,,,,,,,,,,,,1,,,-6.51366,-35.2396,1.10398,-34.1356,17.9499,37.679
"Z1536814874",20337,Done,39.35,-8.94663,"glide-grid_6eti",,,-8.94663,-0.391513,,,,,,,,,,,,,1,,,-8.94663,-41.299,-1.77765,-43.0767,1.16199,-61.7029
"Z1536814874",20338,Done,38.03,-7.26918,"glide-grid_6eti",,,-7.26918,0,,,,,,,,,,,,,1,,,-7.26918,-37.0021,-1.20696,-38.2091,9.72651,-45.9263
"Z2042503295",20339,Done,41.2,-7.22478,"glide-grid_6eti",,,-7.22478,0,,,,,,,,,,,,,1,,,-7.22478,-41.0977,-1.72447,-42.8221,4.87893,-59.726
"Z2042503295",20340,Done,41.28,-7.46587,"glide-grid_6eti",,,-7.46587,0,,,,,,,,,,,,,1,,,-7.46587,-34.0872,1.00262,-33.0846,0.415889,-46.3846
"Z1536962176",20341,Done,46.99,-7.16997,"glide-grid_6eti",,,-7.16997,-1.02668,,,,,,,,,,,,,1,,,-7.16997,-32.2045,-7.21,-39.4145,3.08172,-57.4027
"Z1916310004",20342,Done,50.35,-7.84615,"glide-grid_6eti",,,-7.84615,0,,,,,,,,,,,,,1,,,-7.84615,-39.2751,0.138363,-39.1368,0.497683,-56.485
"Z383571612",20343,Done,51.11,-6.48611,"glide-grid_6eti",,,-6.48611,-0.00566418,,,,,,,,,,,,,1,,,-6.48611,-39.5613,-0.147863,-39.7091,1.47704,-55.1329
"Z1542398946",20344,Done,93.11,-7.5386,"glide-grid_6eti",,,-7.5386,0,,,,,,,,,,,,,1,,,-7.5386,-37.7711,-2.15573,-39.9269,6.6322,-57.9107
"Z1542398946",20345,Done,104.83,-8.29436,"glide-grid_6eti",,,-8.29436,0,,,,,,,,,,,,,1,,,-8.29436,-43.9869,-0.278404,-44.2653,8.18371,-55.7105
"Z57791849",20346,Done,34.74,-7.79489,"glide-grid_6eti",,,-7.79489,-0.21028,,,,,,,,,,,,,1,,,-7.79489,-34.3266,-2.06624,-36.3928,3.82009,-49.7279
"Z62429253",20347,Done,30.06,-7.99026,"glide-grid_6eti",,,-7.99026,0,,,,,,,,,,,,,1,,,-7.99026,-35.7694,-3.18137,-38.9508,3.29873,-58.6268
"Z423125422",20348,Done,131.9,-9.84913,"glide-grid_6eti",,,-9.84913,0,,,,,,,,,,,,,1,,,-9.84913,-44.5594,-2.21685,-46.7762,2.88267,-72.8235
"Z1548038452",20349,Done,35.79,-10.4053,"glide-grid_6eti",,,-10.4053,0,,,,,,,,,,,,,1,,,-10.4053,-49.8118,-1.44126,-51.2531,11.5941,-58.7308
"Z1548038452",20350,Done,41.13,-9.57909,"glide-grid_6eti",,,-9.57909,0,,,,,,,,,,,,,1,,,-9.57909,-49.5555,-0.541882,-50.0974,7.15849,-62.4316
"Z1548038452",20351,Done,36.32,-8.32176,"glide-grid_6eti",,,-8.32176,0,,,,,,,,,,,,,1,,,-8.32176,-44.1744,0.101514,-44.0729,9.87925,-52.5623
"Z1548038452",20352,Done,37.35,-9.11602,"glide-grid_6eti",,,-9.11602,0,,,,,,,,,,,,,1,,,-9.11602,-46.9659,-0.826418,-47.7923,19.3496,-49.6398
"Z1548038452",20353,Done,34.59,-8.29379,"glide-grid_6eti",,,-8.29379,0,,,,,,,,,,,,,1,,,-8.29379,-45.7962,-1.22722,-47.0235,21.8288,-53.1827
"Z1548038452",20354,Done,36.99,-8.49626,"glide-grid_6eti",,,-8.49626,0,,,,,,,,,,,,,1,,,-8.49626,-43.6818,-0.642217,-44.324,2.40568,-60.8771
