ids,SMILES
Z2617643046,C[C@H](NC(=O)CCn1cnc2c(N)ncnc21)c1ccccc1
Z2617643046,C[C@@H](NC(=O)CCn1cnc2c(N)ncnc21)c1ccccc1
Z2638952015,C[C@H](C(=O)N(C)[C@@H]1CCO[C@@H]1c1cccnc1)n1cnc2c(N)ncnc21
Z2638952015,C[C@@H](C(=O)N(C)[C@@H]1CCO[C@@H]1c1cccnc1)n1cnc2c(N)ncnc21
Z2638952015,C[C@H](C(=O)N(C)[C@H]1CCO[C@@H]1c1cccnc1)n1cnc2c(N)ncnc21
Z2638952015,C[C@@H](C(=O)N(C)[C@H]1CCO[C@@H]1c1cccnc1)n1cnc2c(N)ncnc21
Z2638952015,C[C@H](C(=O)N(C)[C@@H]1CCO[C@H]1c1cccnc1)n1cnc2c(N)ncnc21
Z2638952015,C[C@@H](C(=O)N(C)[C@@H]1CCO[C@H]1c1cccnc1)n1cnc2c(N)ncnc21
Z2638952015,C[C@H](C(=O)N(C)[C@H]1CCO[C@H]1c1cccnc1)n1cnc2c(N)ncnc21
Z2638952015,C[C@@H](C(=O)N(C)[C@H]1CCO[C@H]1c1cccnc1)n1cnc2c(N)ncnc21
Z2735020166,Cc1ccc(NC(=O)c2cc(C(=O)[O-])nn2C)cc1
Z2735402249,CS(=O)(=O)N1CCC[C@@H]1C(=O)Nc1nc2cc3c(cc2s1)OCO3
Z2735402249,CS(=O)(=O)N1CCC[C@H]1C(=O)Nc1nc2cc3c(cc2s1)OCO3
Z2761791202,O=S(=O)(NC[C@@H]1CC[C@H](c2ncn[nH]2)O1)c1ccc(F)cc1F
Z2761791202,O=S(=O)(NC[C@H]1CC[C@H](c2ncn[nH]2)O1)c1ccc(F)cc1F
Z2761791202,O=S(=O)(NC[C@@H]1CC[C@@H](c2ncn[nH]2)O1)c1ccc(F)cc1F
Z2761791202,O=S(=O)(NC[C@H]1CC[C@@H](c2ncn[nH]2)O1)c1ccc(F)cc1F
Z2763767161,Cn1c(C(=O)N2CCN(c3ccncc3)CC2)c[nH]c1=O
Z2846681459,CC(C)(C)C(=O)N1CCC[C@H](Cn2cc(C3CCCC3)nn2)C1
Z2846681459,CC(C)(C)C(=O)N1CCC[C@@H](Cn2cc(C3CCCC3)nn2)C1
Z2860102503,Cn1cc(C(=O)N[C@@H]2CC[NH2+]C23CCC3)ncc1=O
Z2860102503,Cn1cc(C(=O)N[C@H]2CC[NH2+]C23CCC3)ncc1=O
Z2860179644,O=C(N[C@]12CCC[C@@H]1[NH2+]CC2)c1nn2c(c1Br)CCC2
Z2860179644,O=C(N[C@@]12CCC[C@@H]1[NH2+]CC2)c1nn2c(c1Br)CCC2
Z2860179644,O=C(N[C@]12CCC[C@H]1[NH2+]CC2)c1nn2c(c1Br)CCC2
Z2860179644,O=C(N[C@@]12CCC[C@H]1[NH2+]CC2)c1nn2c(c1Br)CCC2
Z2890849947,Cn1nccc1CNC(=O)c1cnc(NC2CC2)s1
Z2911305919,O=C(Nc1cccc(Cc2nn[n-]n2)c1)[C@@H]1CCCC(F)(F)C1
Z2911305919,O=C(Nc1cccc(Cc2nn[n-]n2)c1)[C@H]1CCCC(F)(F)C1
Z2945730142,Cc1ccc(Cl)cc1NC(=O)c1cc2n(n1)CCN(C)S2(=O)=O
Z2948120065,Cc1cc(NC(=O)NC[C@@H]2C[C@@H]3COC[C@@H]3O2)on1
Z2948120065,Cc1cc(NC(=O)NC[C@H]2C[C@@H]3COC[C@@H]3O2)on1
Z2948120065,Cc1cc(NC(=O)NC[C@@H]2C[C@H]3COC[C@@H]3O2)on1
Z2948120065,Cc1cc(NC(=O)NC[C@H]2C[C@H]3COC[C@@H]3O2)on1
Z2948120065,Cc1cc(NC(=O)NC[C@@H]2C[C@@H]3COC[C@H]3O2)on1
Z2948120065,Cc1cc(NC(=O)NC[C@H]2C[C@@H]3COC[C@H]3O2)on1
Z2948120065,Cc1cc(NC(=O)NC[C@@H]2C[C@H]3COC[C@H]3O2)on1
Z2948120065,Cc1cc(NC(=O)NC[C@H]2C[C@H]3COC[C@H]3O2)on1
Z2956268822,CCOc1ccc2ccccc2c1C(=O)N1C[C@H](O)C[C@H](O)C1
Z2956268822,CCOc1ccc2ccccc2c1C(=O)N1C[C@@H](O)C[C@H](O)C1
Z2956268822,CCOc1ccc2ccccc2c1C(=O)N1C[C@H](O)C[C@@H](O)C1
Z2956268822,CCOc1ccc2ccccc2c1C(=O)N1C[C@H](O)C[C@H](O)C1
Z2968939643,c1ccc(NC[C@@H]2CCN(c3nc4ccccc4n4nnnc34)C2)nc1
Z2968939643,c1ccc(NC[C@H]2CCN(c3nc4ccccc4n4nnnc34)C2)nc1
Z2975220404,Cc1nc(C)c(Br)c(N(C)C[C@H](O)c2cccnc2)n1
Z2975220404,Cc1nc(C)c(Br)c(N(C)C[C@@H](O)c2cccnc2)n1
Z3016311782,C[C@H](NC(=O)c1ccccc1O)c1nnc(C(F)(F)F)[nH]1
Z3016311782,C[C@@H](NC(=O)c1ccccc1O)c1nnc(C(F)(F)F)[nH]1
Z3016330681,CC(C)OC(C)(C)CS(=O)(=O)NC[C@H](C)c1nccs1
Z3016330681,CC(C)OC(C)(C)CS(=O)(=O)NC[C@@H](C)c1nccs1
Z3024745162,Cn1ccnc1[C@]1(CNC(=O)c2ccc(-n3cc[nH]c3=O)cc2)NC(=O)NC1=O
Z3024745162,Cn1ccnc1[C@@]1(CNC(=O)c2ccc(-n3cc[nH]c3=O)cc2)NC(=O)NC1=O
Z3040120914,COc1cccc(Cn2cnc3c2CC[NH2+]C32CCOCC2)c1Cl
Z3063574798,C=CCNC(=O)C[NH+]1CCc2ccnc(N(C)C)c2C1
Z3101507282,COc1cccc2c1CC[C@]2(N)C(=O)NCc1ccn(C(C)C)n1
Z3101507282,COc1cccc2c1CC[C@@]2(N)C(=O)NCc1ccn(C(C)C)n1
Z3134722528,O=C(NCc1nccc2c1CCCC2)[C@]12CCC[C@@H]1[NH2+]CC2
Z3134722528,O=C(NCc1nccc2c1CCCC2)[C@@]12CCC[C@@H]1[NH2+]CC2
Z3134722528,O=C(NCc1nccc2c1CCCC2)[C@]12CCC[C@H]1[NH2+]CC2
Z3134722528,O=C(NCc1nccc2c1CCCC2)[C@@]12CCC[C@H]1[NH2+]CC2
Z1964361459,CCc1occc1C(=O)N(C)CC1(O)CCOCC1
Z1097088274,CCCNc1c(F)cc(C(=O)Nc2nccs2)cc1F
Z1262449118,C[C@@H]1CN(C(=O)c2cnn(-c3ccccc3)c2)CC[NH2+]1
Z1262449118,C[C@H]1CN(C(=O)c2cnn(-c3ccccc3)c2)CC[NH2+]1
Z634939468,c1cc2c(cc1-c1n[nH]cc1C[NH2+]C1CC1)OCCO2
Z1682217847,Cc1c(C(=O)[O-])cc(Cl)cc1S(=O)(=O)NCC[S@](C)=O
Z1682217847,Cc1c(C(=O)[O-])cc(Cl)cc1S(=O)(=O)NCC[S@@](C)=O
Z783982318,Cc1cc2ccccc2n1CC(=O)N[C@H](CCO)C(=O)[O-]
Z783982318,Cc1cc2ccccc2n1CC(=O)N[C@@H](CCO)C(=O)[O-]
Z2212293107,Cc1cc(C)c(S(=O)(=O)N2CC[NH+](CCC(=O)[O-])CC2)s1
Z600504540,CCOc1ccc(C(=O)NCc2cccc(C(=O)[O-])c2)cc1
Z1097484753,Cc1nn(C)c2ncc(C(=O)Nc3cc(C(C)C)n[nH]3)cc12
Z756474900,COc1cc(C)c(S(=O)(=O)N[C@H](C(=O)[O-])C(C)(C)C)cc1OC
Z756474900,COc1cc(C)c(S(=O)(=O)N[C@@H](C(=O)[O-])C(C)(C)C)cc1OC
Z319880434,COc1ccc(Br)cc1S(=O)(=O)N1CCO[C@H](c2ccccc2)C1
Z319880434,COc1ccc(Br)cc1S(=O)(=O)N1CCO[C@@H](c2ccccc2)C1
Z1986969593,C[C@H](NC(=O)c1ccoc1C1CC1)C(=O)N(C)C
Z1986969593,C[C@@H](NC(=O)c1ccoc1C1CC1)C(=O)N(C)C
Z1983513112,C[C@H](NC(=O)C(Cc1ccccc1)Cc1ccccc1)c1ccc2c(c1)CC(=O)N2
Z1983513112,C[C@@H](NC(=O)C(Cc1ccccc1)Cc1ccccc1)c1ccc2c(c1)CC(=O)N2
Z2001016267,CCOc1cccc(S(=O)(=O)N2CCN(C(C)C)C(=O)C2)c1
Z852379398,CC(C)[C@@H]1CCCN1C(=O)NC1CCN(C(=O)c2ccccc2)CC1
Z852379398,CC(C)[C@H]1CCCN1C(=O)NC1CCN(C(=O)c2ccccc2)CC1
Z1171586852,Cn1c(CCNC(=O)C23CC4CC(CC(C4)C2)C3)nc2ccc(F)cc21
Z933626706,COc1ccc(C(=O)Nc2ccccc2C(=O)N2CC[NH+]3CCC[C@@H]3C2)cc1
Z933626706,COc1ccc(C(=O)Nc2ccccc2C(=O)N2CC[NH+]3CCC[C@H]3C2)cc1
Z1984049122,CC(C)[C@@H]1C[NH+](C)CCN1C(=O)c1cnnn1C
Z1984049122,CC(C)[C@H]1C[NH+](C)CCN1C(=O)c1cnnn1C
Z2441168049,Cc1noc(C)c1C(=O)N1C[C@H]([NH3+])[C@H](c2ccccc2)C1
Z2441168049,Cc1noc(C)c1C(=O)N1C[C@@H]([NH3+])[C@H](c2ccccc2)C1
Z2441168049,Cc1noc(C)c1C(=O)N1C[C@H](c2ccccc2)[C@@H]([NH3+])C1
Z2441168049,Cc1noc(C)c1C(=O)N1C[C@@H]([NH3+])[C@@H](c2ccccc2)C1
Z506806096,COCC(=O)N1CCN(C(=O)NCc2ccc(C)s2)CC1
Z1919047077,COc1cc(C)c(S(=O)(=O)N2CCN(C3CC3)C(=O)C2)cc1C(C)C
Z1148467543,CCn1cnnc1C1CCN(C(=O)Cc2c[nH]c3ccc(OC)cc23)CC1
Z117853794,O=C(CCCc1c[nH]c2ccccc12)NCC(=O)NCc1ccco1
Z511511860,CC(=O)N[C@@H]1CCCN(C(=O)c2cc(C3CC3)nc3c2cnn3C(C)C)C1
Z511511860,CC(=O)N[C@H]1CCCN(C(=O)c2cc(C3CC3)nc3c2cnn3C(C)C)C1
Z972784274,CS(=O)(=O)N1CCC(CNc2ncnc3[nH]ncc23)CC1
Z994344024,C[C@@H]1CCN(C(=O)CNC(=O)c2cnc3ccccc3c2O)C1
Z994344024,C[C@H]1CCN(C(=O)CNC(=O)c2cnc3ccccc3c2O)C1
Z993850046,O=C(c1ccc(-c2ccc(F)cc2)s1)N1CCN(c2cccnn2)CC1
Z1999771215,O=C(NCc1ccc(OCC2CC2)nc1)N1CCC2(CCO2)CC1
Z1504316476,C[C@H](Nc1ccc2c(c1)CCCC(=O)N2)c1ncc(-c2ccc(Cl)cc2)o1
Z1504316476,C[C@@H](Nc1ccc2c(c1)CCCC(=O)N2)c1ncc(-c2ccc(Cl)cc2)o1
Z1198441322,Cc1nc(-c2ccc(F)cc2)sc1[C@H](C)NC(=O)[C@@H]1CCC[NH2+]1
Z1198441322,Cc1nc(-c2ccc(F)cc2)sc1[C@@H](C)NC(=O)[C@@H]1CCC[NH2+]1
Z1198441322,Cc1nc(-c2ccc(F)cc2)sc1[C@H](C)NC(=O)[C@H]1CCC[NH2+]1
Z1198441322,Cc1nc(-c2ccc(F)cc2)sc1[C@@H](C)NC(=O)[C@H]1CCC[NH2+]1
Z1505191355,CCc1cccnc1NC(=O)[C@@H]1CCCN1C(=O)CC(C)(C)C
Z1505191355,CCc1cccnc1NC(=O)[C@H]1CCCN1C(=O)CC(C)(C)C
Z1997196377,CCCN(C(=O)c1ccccc1NC(=O)[C@@H]1CCCC(=O)N1)C(C)C
Z1997196377,CCCN(C(=O)c1ccccc1NC(=O)[C@H]1CCCC(=O)N1)C(C)C
Z2011240398,Cc1ccc(S(=O)(=O)Nc2ccc(N3CCCCC3)nc2)cn1
Z1507090353,Cc1nccn1C[C@@H]1CCCN1C(=O)c1ccc2c(c1)ncn2C
Z1507090353,Cc1nccn1C[C@H]1CCCN1C(=O)c1ccc2c(c1)ncn2C
Z4503232477,CN(CCNC(=O)c1cc(=O)[nH]c2ccccc12)c1ccccc1
Z1474104500,O=C(NCc1ncccn1)c1ccc2c(c1)C[C@H](c1ccccc1)OC2=O
Z1474104500,O=C(NCc1ncccn1)c1ccc2c(c1)C[C@@H](c1ccccc1)OC2=O
Z1990168900,CCOc1ccccc1-c1nc(-c2ccncn2)no1
Z1205510824,O=C(Nc1cccc(F)c1)N[C@@H]1CCCN(c2ccccc2)C1=O
Z1205510824,O=C(Nc1cccc(F)c1)N[C@H]1CCCN(c2ccccc2)C1=O
Z1510552466,COCC(=O)N1CCC(Oc2ccccc2Cl)CC1
Z983985452,CC1(C)CC(NC(=O)N[C@@H]2CCCOc3ccccc32)CC(C)(C)[NH2+]1
Z983985452,CC1(C)CC(NC(=O)N[C@H]2CCCOc3ccccc32)CC(C)(C)[NH2+]1
Z1510951870,Cc1cc(C(=O)N[C@@H]2[C@@H]3CCO[C@@H]3C23CCC3)nc2nc(O)[nH]c(=O)c12
Z1510951870,Cc1cc(C(=O)N[C@H]2[C@@H]3CCO[C@@H]3C23CCC3)nc2nc(O)[nH]c(=O)c12
Z1510951870,Cc1cc(C(=O)N[C@@H]2[C@H]3CCO[C@@H]3C23CCC3)nc2nc(O)[nH]c(=O)c12
Z1510951870,Cc1cc(C(=O)N[C@H]2[C@H]3CCO[C@@H]3C23CCC3)nc2nc(O)[nH]c(=O)c12
Z1510951870,Cc1cc(C(=O)N[C@@H]2[C@@H]3CCO[C@H]3C23CCC3)nc2nc(O)[nH]c(=O)c12
Z1510951870,Cc1cc(C(=O)N[C@H]2[C@@H]3CCO[C@H]3C23CCC3)nc2nc(O)[nH]c(=O)c12
Z1510951870,Cc1cc(C(=O)N[C@@H]2[C@H]3CCO[C@H]3C23CCC3)nc2nc(O)[nH]c(=O)c12
Z1510951870,Cc1cc(C(=O)N[C@H]2[C@H]3CCO[C@H]3C23CCC3)nc2nc(O)[nH]c(=O)c12
Z1021212610,Cc1cc([C@@H]2CCCN2C(=O)c2ccc3[nH]ncc3c2)no1
Z1021212610,Cc1cc([C@H]2CCCN2C(=O)c2ccc3[nH]ncc3c2)no1
Z2217822030,Nc1c(C(=O)Nc2cccc(NC(=O)c3cccs3)c2)cnn1-c1ccccn1
Z2217872047,CN(C)c1ccc(C2(C(=O)N3CCC[C@H](c4nnc5ccccn45)C3)CC2)cc1
Z2217872047,CN(C)c1ccc(C2(C(=O)N3CCC[C@@H](c4nnc5ccccn45)C3)CC2)cc1
Z2218011714,Cn1c(NCC(C)(F)F)c(C#N)c(=O)n(C)c1=O
Z2218221550,FC(F)(F)c1nc(N2Cc3cnn(-c4ccccc4)c3C2)c2nc[nH]c2n1
Z2218673152,C[NH+]1CCC[C@]2(CCN(S(=O)(=O)c3ccc4c(c3)CCC(=O)N4)C2)C1
Z2218673152,C[NH+]1CCC[C@@]2(CCN(S(=O)(=O)c3ccc4c(c3)CCC(=O)N4)C2)C1
Z432723586,Cc1cc(-c2noc([C@H](C)N3CCO[C@H](C)C3)n2)ccc1F
Z432723586,Cc1cc(-c2noc([C@@H](C)N3CCO[C@H](C)C3)n2)ccc1F
Z432723586,Cc1cc(-c2noc([C@H](C)N3CCO[C@@H](C)C3)n2)ccc1F
Z432723586,Cc1cc(-c2noc([C@@H](C)N3CCO[C@@H](C)C3)n2)ccc1F
Z24701344,Cc1ccccc1CSc1n[nH]c(=O)n1C[C@@H]1CCCO1
Z24701344,Cc1ccccc1CSc1n[nH]c(=O)n1C[C@H]1CCCO1
Z444135234,O=C(NC1CC[NH+](CCc2ccccc2)CC1)c1cc[nH]n1
Z983913036,COc1ccc([C@@H]2CCN(C(=O)Nc3ccc(C(N)=O)cc3)C2)cc1
Z983913036,COc1ccc([C@H]2CCN(C(=O)Nc3ccc(C(N)=O)cc3)C2)cc1
Z649889640,Cc1nn(C)c2[nH]c(=O)c(CCC(=O)NCC(=O)N3CCCCC3)c(C)c12
Z3356250083,COC(=O)c1cc2[nH]c(C(=O)N3Cc4cnn(C)c4C3)cc2s1
Z3365544828,CCn1nnc(C)c1CNc1cnn(-c2ccccc2)n1
Z3416641065,CN=[S@]1(=O)CCC[C@]2(CCCN2C(=O)CCCc2ccc3ccccc3c2)C1
Z3416641065,CN=[S@@]1(=O)CCC[C@]2(CCCN2C(=O)CCCc2ccc3ccccc3c2)C1
Z3416641065,CN=[S@]1(=O)CCC[C@@]2(CCCN2C(=O)CCCc2ccc3ccccc3c2)C1
Z3416641065,CN=[S@@]1(=O)CCC[C@@]2(CCCN2C(=O)CCCc2ccc3ccccc3c2)C1
Z3416876441,Cn1cc2c(n1)[C@H](O)CC1(CCN(C(=O)c3ccc(-c4cnco4)cc3)CC1)O2
Z3416876441,Cn1cc2c(n1)[C@@H](O)CC1(CCN(C(=O)c3ccc(-c4cnco4)cc3)CC1)O2
Z3442883332,C[C@@H]1Cc2c(C(=O)N3CCc4[nH]nc(C(F)(F)F)c4C3)n[nH]c2[C@H](C)O1
Z3442883332,C[C@@H]1O[C@@H](C)Cc2c(C(=O)N3CCc4[nH]nc(C(F)(F)F)c4C3)n[nH]c21
Z3442883332,C[C@@H]1Cc2c(C(=O)N3CCc4[nH]nc(C(F)(F)F)c4C3)n[nH]c2[C@@H](C)O1
Z3442883332,C[C@H]1Cc2c(C(=O)N3CCc4[nH]nc(C(F)(F)F)c4C3)n[nH]c2[C@@H](C)O1
Z3540760317,C[C@@H]1Cc2c(C(=O)NC3CCC(O)(C(F)(F)F)CC3)n[nH]c2[C@H](C)O1
Z3540760317,C[C@@H]1O[C@@H](C)Cc2c(C(=O)NC3CCC(O)(C(F)(F)F)CC3)n[nH]c21
Z3540760317,C[C@@H]1Cc2c(C(=O)NC3CCC(O)(C(F)(F)F)CC3)n[nH]c2[C@@H](C)O1
Z3540760317,C[C@H]1Cc2c(C(=O)NC3CCC(O)(C(F)(F)F)CC3)n[nH]c2[C@@H](C)O1
Z3601690766,Cl.Cl.NCC(=O)Nc1ccc(C(N)=O)cc1
Z756466130,Cc1ncsc1C(=O)N[C@H](C(=O)[O-])C(C)(C)C
Z756466130,Cc1ncsc1C(=O)N[C@@H](C(=O)[O-])C(C)(C)C
Z954615894,CC(C)c1ncc(Cl)c(C(=O)NCC(=O)[O-])n1
Z1003596960,COC(=O)c1sc(NC[C@@H]2CCCO2)nc1C
Z1003596960,COC(=O)c1sc(NC[C@H]2CCCO2)nc1C
Z799916726,COc1cccc(C(=O)N[C@H](CO)CC(C)C)c1
Z799916726,COc1cccc(C(=O)N[C@@H](CO)CC(C)C)c1
Z976635796,Cc1cccnc1C(=O)N[C@H](CC(C)C)C(=O)[O-]
Z976635796,Cc1cccnc1C(=O)N[C@@H](CC(C)C)C(=O)[O-]
Z1335065680,Cc1ccccc1CC(=O)N1CCC(CC(=O)[O-])CC1
Z4444358972,CCC(N)(CC)C(=O)N[C@H](CC(=O)[O-])c1ccccc1
Z4444358972,CCC(N)(CC)C(=O)N[C@@H](CC(=O)[O-])c1ccccc1
Z1335065884,C[C@H](Oc1ccccc1)C(=O)N1CCC(CC(=O)[O-])CC1
Z1335065884,C[C@@H](Oc1ccccc1)C(=O)N1CCC(CC(=O)[O-])CC1
Z1987153222,CN(Cc1cccc(O)c1)C(=O)[C@@H]1CCc2cnn(C)c2C1
Z1987153222,CN(Cc1cccc(O)c1)C(=O)[C@H]1CCc2cnn(C)c2C1
Z2000490662,CN(CC(F)(F)F)C(=O)N1CCC[C@H](C(=O)NCC2CC2)C1
Z2000490662,CN(CC(F)(F)F)C(=O)N1CCC[C@@H](C(=O)NCC2CC2)C1
Z2001279189,Cc1cc(F)cc2c1CN(S(=O)(=O)c1ccc3[nH]c(=O)ccc3c1)CC2
Z806525622,CCOc1ccccc1C(=O)N1CCC[C@@H]1C(=O)NCCc1ccc(O)cc1
Z806525622,CCOc1ccccc1C(=O)N1CCC[C@H]1C(=O)NCCc1ccc(O)cc1
Z806431816,O=C1Nc2ccccc2O[C@@H]1CC(=O)N1CCC(c2c[nH]c3ncccc23)CC1
Z806431816,O=C1Nc2ccccc2O[C@H]1CC(=O)N1CCC(c2c[nH]c3ncccc23)CC1
Z1987952976,Cn1nccc1[C@@H]1CCCCN1C(=O)c1cccnc1O
Z1987952976,Cn1nccc1[C@H]1CCCCN1C(=O)c1cccnc1O
Z1148082172,COCCOc1ccc([C@@H]2NC(=O)NC(C)=C2C(=O)Nc2ccccc2C(F)(F)F)cc1
Z1148082172,COCCOc1ccc([C@H]2NC(=O)NC(C)=C2C(=O)Nc2ccccc2C(F)(F)F)cc1
Z26734598,CC(C)n1nc(C(=O)N2CCN(c3ccccn3)CC2)c2ccccc2c1=O
Z1148738862,COc1cccc2cc(C(=O)N3CC[NH+](C[C@@H]4CCCCN4C)CC3)oc12
Z1148738862,COc1cccc2cc(C(=O)N3CC[NH+](C[C@H]4CCCCN4C)CC3)oc12
Z815811118,COc1ccc(C2(CNc3ncnc4[nH]ncc34)CCOCC2)cc1
Z1000940198,Cc1cc(-c2cc(C(=O)NCc3cccc([C@]4(C)NC(=O)NC4=O)c3)c3c(C)noc3n2)c(C)o1
Z1000940198,Cc1cc(-c2cc(C(=O)NCc3cccc([C@@]4(C)NC(=O)NC4=O)c3)c3c(C)noc3n2)c(C)o1
Z2003799586,Cc1noc(C2CN(C(=O)[C@@H]3CCCC(F)(F)C3)C2)n1
Z2003799586,Cc1noc(C2CN(C(=O)[C@H]3CCCC(F)(F)C3)C2)n1
Z435914554,CCS(=O)(=O)N1CCC(NC(=O)NCc2cccc(Oc3ccccc3)c2)CC1
Z447374066,O=C(NCC1(N2CCOCC2)CCCCC1)N[C@@H]1COc2ccccc2C1
Z447374066,O=C(NCC1(N2CCOCC2)CCCCC1)N[C@H]1COc2ccccc2C1
Z1001827796,O=C(NCCc1coc(-c2ccc(F)cc2)n1)c1n[nH]c2c1CCC2
Z1999701867,C[C@H](COc1ccc(F)cc1F)NC(=O)N1CCC2(CCO2)CC1
Z1999701867,C[C@@H](COc1ccc(F)cc1F)NC(=O)N1CCC2(CCO2)CC1
Z1995005069,CC1(C)CN(C(=O)Cc2ccc(-n3cnnn3)cc2)C[C@]2(C[C@@H]3CC[C@@H]2C3)O1
Z1995005069,CC1(C)CN(C(=O)Cc2ccc(-n3cnnn3)cc2)C[C@@]2(C[C@@H]3CC[C@@H]2C3)O1
Z1995005069,CC1(C)CN(C(=O)Cc2ccc(-n3cnnn3)cc2)C[C@]2(C[C@H]3CC[C@@H]2C3)O1
Z1995005069,CC1(C)CN(C(=O)Cc2ccc(-n3cnnn3)cc2)C[C@@]2(C[C@H]3CC[C@@H]2C3)O1
Z1995005069,CC1(C)CN(C(=O)Cc2ccc(-n3cnnn3)cc2)C[C@]2(C[C@@H]3CC[C@H]2C3)O1
Z1995005069,CC1(C)CN(C(=O)Cc2ccc(-n3cnnn3)cc2)C[C@@]2(C[C@@H]3CC[C@H]2C3)O1
Z1995005069,CC1(C)CN(C(=O)Cc2ccc(-n3cnnn3)cc2)C[C@]2(C[C@H]3CC[C@H]2C3)O1
Z1995005069,CC1(C)CN(C(=O)Cc2ccc(-n3cnnn3)cc2)C[C@@]2(C[C@H]3CC[C@H]2C3)O1
Z1497011260,Cc1ccc(C(C)(C)C)cc1S(=O)(=O)Nc1cnoc1C
Z1266990325,O=C(NC1CC(c2cccc(Cl)c2)C1)c1cc2ccccc2c(=O)[nH]1
Z1996308697,O=C1CCC[C@H](C(=O)Nc2ccc(OC(F)F)c(F)c2)N1
Z1996308697,O=C1CCC[C@@H](C(=O)Nc2ccc(OC(F)F)c(F)c2)N1
Z1997404180,COc1cc(NC(=O)[C@@H]2CCCC(=O)N2)ccc1OC(C)C
Z1997404180,COc1cc(NC(=O)[C@H]2CCCC(=O)N2)ccc1OC(C)C
Z1721357826,O=C(Nc1cc2c(cc1Cl)OCO2)c1coc(C2CCOCC2)n1
Z1937346707,Nc1nccc([C@@H]2CCCN(C(=O)c3ccc(Oc4cccnc4)cc3)C2)n1
Z1937346707,Nc1nccc([C@H]2CCCN(C(=O)c3ccc(Oc4cccnc4)cc3)C2)n1
Z1518363644,Cn1ccnc1[C@@H]1CCN(C(=O)Cc2n[nH]c(=O)c3ccccc23)C1
Z1518363644,Cn1ccnc1[C@H]1CCN(C(=O)Cc2n[nH]c(=O)c3ccccc23)C1
Z27769257,O=C(c1ccccc1-n1cnnn1)N1CCN(c2ccccc2)CC1
Z1522308065,COc1cccc(C[C@]2(C(=O)N[C@@H]3CCCC[C@@H]3O)C[C@@H]3CC[C@@H]2C3)c1
Z1522308065,COc1cccc(C[C@@]2(C(=O)N[C@@H]3CCCC[C@@H]3O)C[C@@H]3CC[C@@H]2C3)c1
Z1522308065,COc1cccc(C[C@]2(C(=O)N[C@H]3CCCC[C@@H]3O)C[C@@H]3CC[C@@H]2C3)c1
Z1522308065,COc1cccc(C[C@@]2(C(=O)N[C@H]3CCCC[C@@H]3O)C[C@@H]3CC[C@@H]2C3)c1
Z1522308065,COc1cccc(C[C@]2(C(=O)N[C@@H]3CCCC[C@H]3O)C[C@@H]3CC[C@@H]2C3)c1
Z1522308065,COc1cccc(C[C@@]2(C(=O)N[C@@H]3CCCC[C@H]3O)C[C@@H]3CC[C@@H]2C3)c1
Z1522308065,COc1cccc(C[C@]2(C(=O)N[C@H]3CCCC[C@H]3O)C[C@@H]3CC[C@@H]2C3)c1
Z1522308065,COc1cccc(C[C@@]2(C(=O)N[C@H]3CCCC[C@H]3O)C[C@@H]3CC[C@@H]2C3)c1
Z1522308065,COc1cccc(C[C@]2(C(=O)N[C@@H]3CCCC[C@@H]3O)C[C@H]3CC[C@@H]2C3)c1
Z1522308065,COc1cccc(C[C@@]2(C(=O)N[C@@H]3CCCC[C@@H]3O)C[C@H]3CC[C@@H]2C3)c1
Z1522308065,COc1cccc(C[C@]2(C(=O)N[C@H]3CCCC[C@@H]3O)C[C@H]3CC[C@@H]2C3)c1
Z1522308065,COc1cccc(C[C@@]2(C(=O)N[C@H]3CCCC[C@@H]3O)C[C@H]3CC[C@@H]2C3)c1
Z1522308065,COc1cccc(C[C@]2(C(=O)N[C@@H]3CCCC[C@H]3O)C[C@H]3CC[C@@H]2C3)c1
Z1522308065,COc1cccc(C[C@@]2(C(=O)N[C@@H]3CCCC[C@H]3O)C[C@H]3CC[C@@H]2C3)c1
Z1522308065,COc1cccc(C[C@]2(C(=O)N[C@H]3CCCC[C@H]3O)C[C@H]3CC[C@@H]2C3)c1
Z1522308065,COc1cccc(C[C@@]2(C(=O)N[C@H]3CCCC[C@H]3O)C[C@H]3CC[C@@H]2C3)c1
Z1522308065,COc1cccc(C[C@]2(C(=O)N[C@@H]3CCCC[C@@H]3O)C[C@@H]3CC[C@H]2C3)c1
Z1522308065,COc1cccc(C[C@@]2(C(=O)N[C@@H]3CCCC[C@@H]3O)C[C@@H]3CC[C@H]2C3)c1
Z1522308065,COc1cccc(C[C@]2(C(=O)N[C@H]3CCCC[C@@H]3O)C[C@@H]3CC[C@H]2C3)c1
Z1522308065,COc1cccc(C[C@@]2(C(=O)N[C@H]3CCCC[C@@H]3O)C[C@@H]3CC[C@H]2C3)c1
Z1522308065,COc1cccc(C[C@]2(C(=O)N[C@@H]3CCCC[C@H]3O)C[C@@H]3CC[C@H]2C3)c1
Z1522308065,COc1cccc(C[C@@]2(C(=O)N[C@@H]3CCCC[C@H]3O)C[C@@H]3CC[C@H]2C3)c1
Z1522308065,COc1cccc(C[C@]2(C(=O)N[C@H]3CCCC[C@H]3O)C[C@@H]3CC[C@H]2C3)c1
Z1522308065,COc1cccc(C[C@@]2(C(=O)N[C@H]3CCCC[C@H]3O)C[C@@H]3CC[C@H]2C3)c1
