ids,SMILES
Z3687012978,O=C(N[C@H]1C[C@H](Cn2cccn2)C[C@@H]1O)c1[nH]ncc1C1CCC1
Z3687012978,O=C(N[C@@H]1C[C@@H](Cn2cccn2)C[C@@H]1O)c1[nH]ncc1C1CCC1
Z3687012978,O=C(N[C@H]1C[C@@H](Cn2cccn2)C[C@@H]1O)c1[nH]ncc1C1CCC1
Z3687012978,O=C(N[C@@H]1C[C@H](Cn2cccn2)C[C@H]1O)c1[nH]ncc1C1CCC1
Z3687012978,O=C(N[C@H]1C[C@H](Cn2cccn2)C[C@H]1O)c1[nH]ncc1C1CCC1
Z3687012978,O=C(N[C@@H]1C[C@@H](Cn2cccn2)C[C@H]1O)c1[nH]ncc1C1CCC1
Z3687012978,O=C(N[C@H]1C[C@@H](Cn2cccn2)C[C@H]1O)c1[nH]ncc1C1CCC1
Z4493456877,CCCN(CCC)C(=O)c1cc2n(n1)[C@H](C(F)(F)F)C[C@H](c1cnn(C)c1)N2
Z4493456877,CCCN(CCC)C(=O)c1cc2n(n1)[C@@H](C(F)(F)F)C[C@H](c1cnn(C)c1)N2
Z4493456877,CCCN(CCC)C(=O)c1cc2n(n1)[C@H](C(F)(F)F)C[C@@H](c1cnn(C)c1)N2
Z4493456877,CCCN(CCC)C(=O)c1cc2n(n1)[C@@H](C(F)(F)F)C[C@@H](c1cnn(C)c1)N2
Z1457914872,C[NH2+]CC(=O)Nc1ccc2c(c1)OCCO2
Z979719284,CCN(CCC(=O)[O-])S(=O)(=O)c1cn(C)cn1
Z1203107212,CCc1nnc(NC(=O)c2ccc(F)nc2)s1
Z1947425293,Cc1cc(Cl)ccc1C(=O)N[C@H](C)CC(=O)[O-]
Z1947425293,Cc1cc(Cl)ccc1C(=O)N[C@@H](C)CC(=O)[O-]
Z808586714,O=C(N[C@@H]1c2ccccc2C[C@@H]1O)c1ccsc1
Z808586714,O=C(N[C@H]1c2ccccc2C[C@@H]1O)c1ccsc1
Z808586714,O=C(N[C@@H]1c2ccccc2C[C@H]1O)c1ccsc1
Z808586714,O=C(N[C@H]1c2ccccc2C[C@H]1O)c1ccsc1
Z994851912,CC[NH2+]CCNC(=O)c1ccccc1OC(F)F
Z1496254119,[NH3+]Cc1cn(CC(=O)NCC2CCCCC2)nn1
Z2733997612,Cc1c[nH]nc1C(=O)N1CCOC[C@@H]1CC(=O)[O-]
Z2733997612,Cc1c[nH]nc1C(=O)N1CCOC[C@H]1CC(=O)[O-]
Z1097084349,O=C(Cc1cccnc1)N[C@H](CO)c1ccccc1
Z1097084349,O=C(Cc1cccnc1)N[C@@H](CO)c1ccccc1
Z1224477134,CC1CCN(C(=O)C[NH+]2CCC[C@]2(C)C(=O)[O-])CC1
Z1224477134,CC1CCN(C(=O)C[NH+]2CCC[C@@]2(C)C(=O)[O-])CC1
Z1268783128,[NH3+]CCn1cc(C(=O)NCCC2CCCCC2)nn1
Z1436241450,Cc1noc(CNC(=O)N2CCC[C@H](C(=O)[O-])C2)n1
Z1436241450,Cc1noc(CNC(=O)N2CCC[C@@H](C(=O)[O-])C2)n1
Z1868695886,C[C@]1(C2CC2)NC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
Z1868695886,C[C@@]1(C2CC2)NC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
Z1966255055,CC(C)(CC(N)=O)NC(=O)c1ccc(C(=O)[O-])cc1
Z1098890009,C[C@H](C(=O)N1CCCc2cccc(O)c21)n1cncn1
Z1098890009,C[C@@H](C(=O)N1CCCc2cccc(O)c21)n1cncn1
Z1030691590,COCCN1C[C@H](C(=O)N2CCCNC(=O)C2)CC1=O
Z1030691590,COCCN1C[C@@H](C(=O)N2CCCNC(=O)C2)CC1=O
Z1466324316,CN(Cc1nnc[nH]1)C(=O)c1ccccc1C(C)(C)C
Z1525862111,CCn1c(C)nnc1C[NH+]1CCCC[C@@H]1CS(N)(=O)=O
Z1525862111,CCn1c(C)nnc1C[NH+]1CCCC[C@H]1CS(N)(=O)=O
Z646315356,Cc1nc(C[NH+]2CCC(c3ccc(O)cc3)CC2)no1
Z1313466645,COC1CCN(S(=O)(=O)c2ccc(C(=O)[O-])cc2F)CC1
Z1350773849,O=C([O-])CC1(NC(=O)c2cccc(C(F)(F)F)c2)CCC1
Z1947774333,Cc1ccc(-c2nc(C[NH+]3C[C@H]4C[NH2+]C[C@H]4C3)co2)cc1
Z1947774333,Cc1ccc(-c2nc(C[NH+]3C[C@H]4C[NH2+]C[C@@H]4C3)co2)cc1
Z1947774333,Cc1ccc(-c2nc(C[NH+]3C[C@@H]4C[NH2+]C[C@H]4C3)co2)cc1
Z1947774333,Cc1ccc(-c2nc(C[NH+]3C[C@H]4C[NH2+]C[C@H]4C3)co2)cc1
Z1295694062,Cc1ccc(C(F)(F)F)cc1NC(=O)N1CC[C@H](C(=O)[O-])C1
Z1295694062,Cc1ccc(C(F)(F)F)cc1NC(=O)N1CC[C@@H](C(=O)[O-])C1
Z2028178844,NC(=O)C1(O)CCN(C(=O)c2cc(-c3cccs3)on2)CC1
Z1978878621,CNc1nc(C)cc(C(=O)N2CCN(c3ccccn3)CC2)n1
Z2039513727,Cc1cc(S(=O)(=O)Nc2cnn(CC(N)=O)c2)ccc1C(=O)[O-]
Z1020827034,Cc1oc(C(=O)[O-])cc1S(=O)(=O)Nc1ccccc1-n1ccnn1
Z1443919624,NS(=O)(=O)c1ccc(CCNC(=O)c2ccnc(C(=O)[O-])c2)cc1
Z1986986556,Cn1nncc1C(=O)N1CCC[C@](C)(c2ccccc2)C1
Z1986986556,Cn1nncc1C(=O)N1CCC[C@@](C)(c2ccccc2)C1
Z810402150,CC(C)(C)[C@H](NC(=O)c1ccnc(-n2cncn2)c1)c1ccccc1
Z810402150,CC(C)(C)[C@@H](NC(=O)c1ccnc(-n2cncn2)c1)c1ccccc1
Z1498154063,CCc1cc(N2CCC[C@H](Nc3cc(COC)nc(C(C)(C)C)n3)C2)ncn1
Z1498154063,CCc1cc(N2CCC[C@@H](Nc3cc(COC)nc(C(C)(C)C)n3)C2)ncn1
Z2256260780,O=C([O-])c1ccc(CC(=O)N2CCC(NC(=O)C3CCCCC3)CC2)cc1
Z2282614703,Cc1c(C(=O)N2C[C@@H]3[C@H](C2)[C@@H]2C=C[C@@H]3C2)nnn1-c1cnn(C)c1
Z2282614703,Cc1c(C(=O)N2C[C@@H]3[C@@H](C2)[C@@H]2C=C[C@@H]3C2)nnn1-c1cnn(C)c1
Z2282614703,Cc1c(C(=O)N2C[C@@H]3[C@H](C2)[C@H]2C=C[C@@H]3C2)nnn1-c1cnn(C)c1
Z2282614703,Cc1c(C(=O)N2C[C@@H]3[C@@H](C2)[C@H]2C=C[C@@H]3C2)nnn1-c1cnn(C)c1
Z2282614703,Cc1c(C(=O)N2C[C@@H]3[C@H](C2)[C@@H]2C=C[C@H]3C2)nnn1-c1cnn(C)c1
Z2282614703,Cc1c(C(=O)N2C[C@@H]3[C@@H](C2)[C@H]2C=C[C@@H]3C2)nnn1-c1cnn(C)c1
Z2282614703,Cc1c(C(=O)N2C[C@@H]3[C@H](C2)[C@H]2C=C[C@H]3C2)nnn1-c1cnn(C)c1
Z2282614703,Cc1c(C(=O)N2C[C@@H]3[C@@H](C2)[C@H]2C=C[C@H]3C2)nnn1-c1cnn(C)c1
Z2282614703,Cc1c(C(=O)N2C[C@H]3[C@H](C2)[C@@H]2C=C[C@@H]3C2)nnn1-c1cnn(C)c1
Z2282614703,Cc1c(C(=O)N2C[C@@H]3[C@H](C2)[C@@H]2C=C[C@@H]3C2)nnn1-c1cnn(C)c1
Z2282614703,Cc1c(C(=O)N2C[C@H]3[C@H](C2)[C@H]2C=C[C@@H]3C2)nnn1-c1cnn(C)c1
Z2282614703,Cc1c(C(=O)N2C[C@@H]3[C@H](C2)[C@@H]2C=C[C@H]3C2)nnn1-c1cnn(C)c1
Z2282614703,Cc1c(C(=O)N2C[C@H]3[C@H](C2)[C@H]2C=C[C@@H]3C2)nnn1-c1cnn(C)c1
Z2282614703,Cc1c(C(=O)N2C[C@@H]3[C@H](C2)[C@H]2C=C[C@@H]3C2)nnn1-c1cnn(C)c1
Z2282614703,Cc1c(C(=O)N2C[C@H]3[C@H](C2)[C@H]2C=C[C@H]3C2)nnn1-c1cnn(C)c1
Z2282614703,Cc1c(C(=O)N2C[C@@H]3[C@H](C2)[C@H]2C=C[C@H]3C2)nnn1-c1cnn(C)c1
Z2295334535,O=C(Nc1ccc(C2CCC2)cn1)N1CCC(O)(C(F)(F)F)CC1
Z2295394918,Cc1c(Cl)cncc1NC(=O)N1CCC12CCOCC2
Z2295807221,Cc1noc(-c2ccc(NC(=O)N3CCCC3)cn2)n1
Z2476309322,CCCNC(=O)[C@H](C)NC(=O)NCc1cccc(Oc2ccccc2F)c1
Z2476309322,CCCNC(=O)[C@@H](C)NC(=O)NCc1cccc(Oc2ccccc2F)c1
Z2482974345,Cc1sc(C(=O)[O-])cc1C[NH+]1CCC[C@H](n2cncn2)C1
Z2482974345,Cc1sc(C(=O)[O-])cc1C[NH+]1CCC[C@@H](n2cncn2)C1
Z2527349110,CC(C)[C@H](O)Cc1cn([C@H](C)c2ccccn2)nn1
Z2527349110,CC(C)[C@@H](O)Cc1cn([C@H](C)c2ccccn2)nn1
Z2527349110,CC(C)[C@H](O)Cc1cn([C@@H](C)c2ccccn2)nn1
Z2527349110,CC(C)[C@@H](O)Cc1cn([C@@H](C)c2ccccn2)nn1
Z2658848002,C[NH+]1CCC([NH+]2CCC(CCNC(=O)c3ccc(C(N)=O)[nH]3)CC2)CC1
Z2734795197,COc1ccc(C)cc1S(=O)(=O)n1ccc(C)n1
Z2756353026,Cc1ccoc1C(=O)NC[C@@H]1Cc2ccccc2C[NH2+]1
Z2756353026,Cc1ccoc1C(=O)NC[C@H]1Cc2ccccc2C[NH2+]1
Z2761999013,CN(C)C(=O)[C@@H]1CC[C@H](C2CCN(c3ncccn3)CC2)O1
Z2761999013,CN(C)C(=O)[C@H]1CC[C@H](C2CCN(c3ncccn3)CC2)O1
Z2761999013,CN(C)C(=O)[C@@H]1CC[C@@H](C2CCN(c3ncccn3)CC2)O1
Z2761999013,CN(C)C(=O)[C@H]1CC[C@@H](C2CCN(c3ncccn3)CC2)O1
Z2774190379,C[C@@H]1CCOCCN1C(=O)c1coc2c1C(=O)NCC(C)(C)C2
Z2774190379,C[C@H]1CCOCCN1C(=O)c1coc2c1C(=O)NCC(C)(C)C2
Z2849960219,CCOC(=O)c1nc(N(C)CCc2ccccn2)ccc1Br
Z2949826087,O=C(c1nccc2cccnc12)N(Cc1ccccc1)C[C@@H]1CCCO1
Z2949826087,O=C(c1nccc2cccnc12)N(Cc1ccccc1)C[C@H]1CCCO1
Z2951209134,O=C(C[NH+]1CCc2nc[nH]c2C12CCOCC2)NCc1cccs1
Z2951400499,CCn1c(C)nnc1C[NH+]1CCN(c2cncc(OC)c2)CC1
Z2951733700,CCn1nc(C)c(C[NH+]2CCc3[nH]cnc3[C@@H]2c2ccc(F)cc2)n1
Z2951733700,CCn1nc(C)c(C[NH+]2CCc3[nH]cnc3[C@H]2c2ccc(F)cc2)n1
Z2953597988,Cc1cc2nccc(NC(=O)NC3CCN(CC(F)F)CC3)n2n1
Z2965375942,C[C@](Cn1cccn1)(NC(=O)C1CC=CC1)C(N)=O
Z2965375942,C[C@@](Cn1cccn1)(NC(=O)C1CC=CC1)C(N)=O
Z2965682696,Cc1nnccc1C(=O)NC[C@]1(c2cnn(C)c2)CCCO1
Z2965682696,Cc1nnccc1C(=O)NC[C@@]1(c2cnn(C)c2)CCCO1
Z2965768266,COc1ccc(C2(C(=O)N3C[C@@H]4CCS(=O)(=O)[C@@H]4C3)CCC2)cc1
Z2965768266,COc1ccc(C2(C(=O)N3C[C@H]4CCS(=O)(=O)[C@@H]4C3)CCC2)cc1
Z2965768266,COc1ccc(C2(C(=O)N3C[C@@H]4CCS(=O)(=O)[C@H]4C3)CCC2)cc1
Z2965768266,COc1ccc(C2(C(=O)N3C[C@H]4CCS(=O)(=O)[C@H]4C3)CCC2)cc1
Z2967449736,CCC(CC)Nc1ccc2nnc(-c3ccccn3)n2n1
Z2974470261,Cc1nc(C2CN(c3ncnc4c3CCCC4)C2)n[nH]1
Z2992059341,Cn1cc(S(=O)(=O)N(CCO)c2ccccc2)c(C2CCCC2)n1
Z3009379611,CCC1CCN(S(=O)(=O)NCc2ocnc2C)CC1
Z3040421303,CCN1C(=O)C[C@H](C(=O)N2CCOC(C)(C)C2)[C@@H]1c1nccn1C
Z3040421303,CCN1C(=O)C[C@@H](C(=O)N2CCOC(C)(C)C2)[C@@H]1c1nccn1C
Z3040421303,CCN1C(=O)C[C@H](C(=O)N2CCOC(C)(C)C2)[C@H]1c1nccn1C
Z3040421303,CCN1C(=O)C[C@@H](C(=O)N2CCOC(C)(C)C2)[C@H]1c1nccn1C
Z3050763031,CC1([C@@H]2CCCN(C(=O)Cn3nc(C(F)(F)F)c4c3CCC4)C2)OCCO1
Z3050763031,CC1([C@H]2CCCN(C(=O)Cn3nc(C(F)(F)F)c4c3CCC4)C2)OCCO1
Z3062314033,Cn1ccnc1[C@@H]1C[NH+](CCCc2c(F)cccc2F)C[C@@H]1NC(=O)C1CC1
Z3062314033,Cn1ccnc1[C@H]1C[NH+](CCCc2c(F)cccc2F)C[C@@H]1NC(=O)C1CC1
Z3062314033,Cn1ccnc1[C@@H]1C[NH+](CCCc2c(F)cccc2F)C[C@H]1NC(=O)C1CC1
Z3062314033,Cn1ccnc1[C@H]1C[NH+](CCCc2c(F)cccc2F)C[C@H]1NC(=O)C1CC1
Z3091839195,Cc1ccncc1C(=O)N1CCC(n2cnc3ccccc3c2=O)CC1
Z3468913412,C[C@@H]1C[C@H](C)C[NH+](C(C)(C)CNC(=O)c2ncnc3nc[nH]c23)C1
Z3468913412,C[C@H]1C[C@H](C)C[NH+](C(C)(C)CNC(=O)c2ncnc3nc[nH]c23)C1
Z3468913412,C[C@@H]1C[C@@H](C)C[NH+](C(C)(C)CNC(=O)c2ncnc3nc[nH]c23)C1
Z3468913412,C[C@@H]1C[C@H](C)C[NH+](C(C)(C)CNC(=O)c2ncnc3nc[nH]c23)C1
Z3409607744,Cc1ccc(S(=O)(=O)NC2CC(Cn3cccn3)C2)cc1N(C)C
Z3627488102,C[C@H](ONC(=O)[C@@H]1CC(=O)N(C2CC2)C1)c1ccncc1
Z3627488102,C[C@@H](ONC(=O)[C@@H]1CC(=O)N(C2CC2)C1)c1ccncc1
Z3627488102,C[C@H](ONC(=O)[C@H]1CC(=O)N(C2CC2)C1)c1ccncc1
Z3627488102,C[C@@H](ONC(=O)[C@H]1CC(=O)N(C2CC2)C1)c1ccncc1
Z3686122790,O[C@@H]1C[C@H](Cn2ccnc2)C[C@@H]1[NH2+]Cc1cccc2c1NCCC2
Z3686122790,O[C@H]1C[C@H](Cn2ccnc2)C[C@@H]1[NH2+]Cc1cccc2c1NCCC2
Z3686122790,O[C@@H]1C[C@@H](Cn2ccnc2)C[C@@H]1[NH2+]Cc1cccc2c1NCCC2
Z3686122790,O[C@H]1C[C@@H](Cn2ccnc2)C[C@@H]1[NH2+]Cc1cccc2c1NCCC2
Z3686122790,O[C@@H]1C[C@H](Cn2ccnc2)C[C@H]1[NH2+]Cc1cccc2c1NCCC2
Z3686122790,O[C@H]1C[C@H](Cn2ccnc2)C[C@H]1[NH2+]Cc1cccc2c1NCCC2
Z3686122790,O[C@@H]1C[C@@H](Cn2ccnc2)C[C@H]1[NH2+]Cc1cccc2c1NCCC2
Z3686122790,O[C@H]1C[C@@H](Cn2ccnc2)C[C@H]1[NH2+]Cc1cccc2c1NCCC2
Z4262412508,Cc1cc(NC(=O)c2nn(C)c3ccccc23)ccc1NC(=O)c1cnn2c1CCC2
Z4661987428,COC(=O)c1ccc(S(=O)(=O)N2CC[NH+](C)CC2)nc1C
Z4496034551,COC(=O)CCN1CCC[C@H]([NH3+])C1
Z4496034551,COC(=O)CCN1CCC[C@@H]([NH3+])C1
Z1660280673,O=C(CN1CCc2ccccc2C1=O)NCc1ccccc1
Z446279120,Cc1nc2sccn2c1C[NH2+]C1CCOCC1
Z808639466,O=C([O-])c1ccc(OCCN2CCOCC2)c(Cl)c1
Z1989597796,O=C1C[C@H](c2ccccc2)[NH+](Cc2ncnn2-c2ccccc2)CCN1
Z1989597796,O=C1C[C@@H](c2ccccc2)[NH+](Cc2ncnn2-c2ccccc2)CCN1
Z1148480644,C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(N)=O)c1ccccc1
Z1148480644,C[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(N)=O)c1ccccc1
Z1148480644,C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(N)=O)c1ccccc1
Z1148480644,C[C@@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(N)=O)c1ccccc1
Z228203172,CN(C)C(=O)[C@@H]1CCCN1C(=O)c1ccc(Cn2cncn2)cc1
Z228203172,CN(C)C(=O)[C@H]1CCCN1C(=O)c1ccc(Cn2cncn2)cc1
Z651348418,NC(=O)NC(=O)CC[NH+]1CCN(C(=O)c2ccsc2)CC1
Z2011034178,CN(C(=O)N1CCC(c2nc(-c3ccccc3)n[nH]2)CC1)C1CCOCC1
Z1505721612,O=C(NC[C@@H]1COc2ccccc2O1)NC1CCC(O)CC1
Z1505721612,O=C(NC[C@H]1COc2ccccc2O1)NC1CCC(O)CC1
Z1505731127,COc1ccc(NC(=O)[C@@H]2CC2(C)C)cc1Cl
Z1505731127,COc1ccc(NC(=O)[C@H]2CC2(C)C)cc1Cl
Z2011666282,C[C@H](C1CCCCC1)N(C)S(=O)(=O)c1ccc2[nH]c(=O)[nH]c(=O)c2c1
Z2011666282,C[C@@H](C1CCCCC1)N(C)S(=O)(=O)c1ccc2[nH]c(=O)[nH]c(=O)c2c1
Z757335084,CN(Cc1ccccn1)C(=O)CCc1nc2ccccc2c(=O)[nH]1
Z2395258337,NC1(C(=O)Nc2ccc3[nH]c(-c4ccccn4)nc3c2)CCOCC1
Z218388906,C[C@@H]1Oc2ccccc2N(CC(=O)NCc2ccccc2Cn2ccnc2)C1=O
Z218388906,C[C@H]1Oc2ccccc2N(CC(=O)NCc2ccccc2Cn2ccnc2)C1=O
Z332430820,COc1ccccc1NC(=O)N1CCCN(C(=O)c2cccc(F)c2)CC1
Z2016681454,Cn1nccc1[C@@H]1CCCN(C(=O)Nc2ccn(Cc3ccncc3)n2)C1
Z2016681454,Cn1nccc1[C@H]1CCCN(C(=O)Nc2ccn(Cc3ccncc3)n2)C1
Z2018502615,CCc1ccccc1[C@@H]1C[C@@H]1C(=O)N1CCS(=O)(=O)C[C@@H]1C
Z2018502615,CCc1ccccc1[C@H]1C[C@@H]1C(=O)N1CCS(=O)(=O)C[C@@H]1C
Z2018502615,CCc1ccccc1[C@@H]1C[C@H]1C(=O)N1CCS(=O)(=O)C[C@@H]1C
Z2018502615,CCc1ccccc1[C@H]1C[C@H]1C(=O)N1CCS(=O)(=O)C[C@@H]1C
Z2018502615,CCc1ccccc1[C@@H]1C[C@@H]1C(=O)N1CCS(=O)(=O)C[C@H]1C
Z2018502615,CCc1ccccc1[C@H]1C[C@@H]1C(=O)N1CCS(=O)(=O)C[C@H]1C
Z2018502615,CCc1ccccc1[C@@H]1C[C@H]1C(=O)N1CCS(=O)(=O)C[C@H]1C
Z2018502615,CCc1ccccc1[C@H]1C[C@H]1C(=O)N1CCS(=O)(=O)C[C@H]1C
Z372711984,COc1ccc(C(=O)NCc2ccc(OC)c(C(=O)[O-])c2)cn1
Z1875127046,CC1(O)CN(C(=O)c2cn(C(C)(C)C)nc2-c2ccc(F)cc2F)C1
Z1032640346,CC(C)Oc1ccccc1CNC(=O)N[C@@H]1c2ccccc2C[C@@H]1O
Z1032640346,CC(C)Oc1ccccc1CNC(=O)N[C@H]1c2ccccc2C[C@@H]1O
Z1032640346,CC(C)Oc1ccccc1CNC(=O)N[C@@H]1c2ccccc2C[C@H]1O
Z1032640346,CC(C)Oc1ccccc1CNC(=O)N[C@H]1c2ccccc2C[C@H]1O
Z646542978,CCc1nc([C@@H]2CCCCN2c2ncnc3sc(C)c(C)c23)no1
Z646542978,CCc1nc([C@H]2CCCCN2c2ncnc3sc(C)c(C)c23)no1
Z1514648170,CNC(=O)c1cccc(C(=O)N2CC[C@H](C3CCOCC3)C2)c1
Z1514648170,CNC(=O)c1cccc(C(=O)N2CC[C@@H](C3CCOCC3)C2)c1
Z1514339420,CN(C)c1cccc(CNC(=O)NC2CC[NH+](C(C)(C)C)CC2)n1
Z2219422479,COc1ccc2c(c1)CCN2C(=O)c1ccnc(NC(=O)C(C)C)c1
Z729347416,Cc1cccc(NC(=O)[C@@H]2CCC[NH+](Cc3cscn3)C2)n1
Z729347416,Cc1cccc(NC(=O)[C@H]2CCC[NH+](Cc3cscn3)C2)n1
Z32396686,COc1ccc(C(=O)NCC(=O)Nc2cc(C)cc(C)c2)cc1OC
Z1531371133,COCC1(O)CCN(C(=O)c2cc(C3CC3)nc3ccccc23)CC1
Z1531856863,CCc1onc(C)c1NC(=O)N1CCc2ccc(O)cc2C1
Z1531866058,CCc1onc(C)c1NC(=O)N[C@H](C)c1cc(C)cc(C)c1
Z1531866058,CCc1onc(C)c1NC(=O)N[C@@H](C)c1cc(C)cc(C)c1
Z742025540,Cc1cc(-c2noc([C@H](C)Nc3ccc4c(c3)CCC(=O)N4)n2)ccc1F
Z742025540,Cc1cc(-c2noc([C@@H](C)Nc3ccc4c(c3)CCC(=O)N4)n2)ccc1F
Z1532414504,Cc1ccc(S(=O)(=O)NC(=O)c2csc(-c3ccccn3)n2)cc1
Z2440111997,C[NH2+][C@@H]1CCCN(C(=O)CCNC(=O)N2CCc3ccccc3C2)C1
Z2440111997,C[NH2+][C@H]1CCCN(C(=O)CCNC(=O)N2CCc3ccccc3C2)C1
Z749393090,CN1C(=O)c2ccc(C(=O)N3CCC(N(C)c4ccccc4)CC3)cc2C1=O
Z1145221338,Cc1nc(C)c([C@H](C)N(C)S(=O)(=O)N2CCCCC2)s1
Z1145221338,Cc1nc(C)c([C@@H](C)N(C)S(=O)(=O)N2CCCCC2)s1
Z2158430362,CN(C)c1cccc(CCc2nc([C@@H]3CC(=O)N(c4ccccc4)C3)no2)c1
Z2158430362,CN(C)c1cccc(CCc2nc([C@H]3CC(=O)N(c4ccccc4)C3)no2)c1
Z4020123403,Cc1nc(C(=O)N2CC3(CCN(C(=O)c4ccn(C)c(=O)c4)C3)C2)c(C)o1
Z4480904536,NC(=O)C1CCN(c2nnc(C3CCCC3)n2CCC(=O)N2CCCCCC2)CC1
Z2285530162,CCn1ccnc1CNc1ncc(-c2ccc(OC)cc2)n1C
Z2761768685,Cn1cncc1[C@@H]1C[NH+](C)C[C@@H]1NC(=O)c1ccc2c(c1)CCN2
Z2761768685,Cn1cncc1[C@@H]1C[NH+](C)C[C@H]1NC(=O)c1ccc2c(c1)CCN2
Z2761768685,Cn1cncc1[C@H]1C[NH+](C)C[C@@H]1NC(=O)c1ccc2c(c1)CCN2
Z2761768685,Cn1cncc1[C@H]1C[NH+](C)C[C@H]1NC(=O)c1ccc2c(c1)CCN2
Z2777204172,CSC[C@H](C)NC(=O)N[C@@H]1CCO[C@@H]1c1ccc(F)c(F)c1
Z2777204172,CSC[C@@H](C)NC(=O)N[C@@H]1CCO[C@@H]1c1ccc(F)c(F)c1
Z2777204172,CSC[C@H](C)NC(=O)N[C@H]1CCO[C@@H]1c1ccc(F)c(F)c1
Z2777204172,CSC[C@@H](C)NC(=O)N[C@H]1CCO[C@@H]1c1ccc(F)c(F)c1
Z2777204172,CSC[C@H](C)NC(=O)N[C@@H]1CCO[C@H]1c1ccc(F)c(F)c1
Z2777204172,CSC[C@@H](C)NC(=O)N[C@@H]1CCO[C@H]1c1ccc(F)c(F)c1
Z2777204172,CSC[C@H](C)NC(=O)N[C@H]1CCO[C@H]1c1ccc(F)c(F)c1
Z2777204172,CSC[C@@H](C)NC(=O)N[C@H]1CCO[C@H]1c1ccc(F)c(F)c1
Z3062841524,CC(=O)NC[C@@H]1CN(C(=O)c2ccn(C(C)C)c2C)C[C@@H]1c1cncn1C
Z3062841524,CC(=O)NC[C@H]1CN(C(=O)c2ccn(C(C)C)c2C)C[C@@H]1c1cncn1C
Z3062841524,CC(=O)NC[C@@H]1CN(C(=O)c2ccn(C(C)C)c2C)C[C@H]1c1cncn1C
Z3062841524,CC(=O)NC[C@H]1CN(C(=O)c2ccn(C(C)C)c2C)C[C@H]1c1cncn1C
Z4600717548,CC1(C)C[C@@H]1C(=O)NC[C@@H]1CC[C@H](c2ccccc2)O1
Z4600717548,CC1(C)C[C@H]1C(=O)NC[C@@H]1CC[C@H](c2ccccc2)O1
Z4600717548,CC1(C)C[C@@H]1C(=O)NC[C@H]1CC[C@H](c2ccccc2)O1
Z4600717548,CC1(C)C[C@H]1C(=O)NC[C@H]1CC[C@H](c2ccccc2)O1
Z4600717548,CC1(C)C[C@@H]1C(=O)NC[C@@H]1CC[C@@H](c2ccccc2)O1
Z4600717548,CC1(C)C[C@H]1C(=O)NC[C@@H]1CC[C@@H](c2ccccc2)O1
Z4600717548,CC1(C)C[C@@H]1C(=O)NC[C@H]1CC[C@@H](c2ccccc2)O1
Z4600717548,CC1(C)C[C@H]1C(=O)NC[C@H]1CC[C@@H](c2ccccc2)O1
Z993844284,CC[C@H](NC(=O)C[C@@H]1C=CS(=O)(=O)C1)C1CCCCC1
Z993844284,CC[C@@H](NC(=O)C[C@@H]1C=CS(=O)(=O)C1)C1CCCCC1
Z993844284,CC[C@H](NC(=O)C[C@H]1C=CS(=O)(=O)C1)C1CCCCC1
Z993844284,CC[C@@H](NC(=O)C[C@H]1C=CS(=O)(=O)C1)C1CCCCC1
Z1602835660,Cc1cc(S(=O)(=O)NC(=O)[C@@H]2C[C@]23CCc2ccccc23)c(C)o1
Z1602835660,Cc1cc(S(=O)(=O)NC(=O)[C@H]2C[C@]23CCc2ccccc23)c(C)o1
Z1602835660,Cc1cc(S(=O)(=O)NC(=O)[C@@H]2C[C@@]23CCc2ccccc23)c(C)o1
Z1602835660,Cc1cc(S(=O)(=O)NC(=O)[C@H]2C[C@@]23CCc2ccccc23)c(C)o1
Z1438511748,Cc1cc(NC(=O)N[C@@H]2CC3(CCCC3)Oc3ccccc32)n(C)n1
Z1438511748,Cc1cc(NC(=O)N[C@H]2CC3(CCCC3)Oc3ccccc32)n(C)n1
Z1522933896,C[NH+]1Cc2ccccc2[C@H](NC(=O)c2cc3c(c(S(N)(=O)=O)c2)CCC3)C1
Z1522933896,C[NH+]1Cc2ccccc2[C@@H](NC(=O)c2cc3c(c(S(N)(=O)=O)c2)CCC3)C1
Z1538531983,CN(C[C@@H]1CCOC1)C(=O)Nc1cccc(C(N)=O)n1
Z1538531983,CN(C[C@H]1CCOC1)C(=O)Nc1cccc(C(N)=O)n1
Z1559747845,OCC[C@@H]1COCCN1Cc1ccn(-c2cccc(F)c2)n1
Z1559747845,OCC[C@H]1COCCN1Cc1ccn(-c2cccc(F)c2)n1
Z2492967194,[NH3+][C@@H]1CCO[C@@H]1c1cncc(-c2cc(F)cc(F)c2)c1
Z2492967194,[NH3+][C@H]1CCO[C@@H]1c1cncc(-c2cc(F)cc(F)c2)c1
Z2492967194,[NH3+][C@@H]1CCO[C@H]1c1cncc(-c2cc(F)cc(F)c2)c1
Z2492967194,[NH3+][C@H]1CCO[C@H]1c1cncc(-c2cc(F)cc(F)c2)c1
Z2762397003,Cc1cc(C(=O)N2C[C@H]([NH3+])[C@H](c3cn(C)cn3)C2)nc2ccccc12
