,title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_glide_XP_ClBr,r_glide_XP_Electro,r_glide_XP_GScore,r_glide_XP_HBond,i_glide_XP_impact_version,r_glide_XP_LipophilicEvdW,r_glide_XP_LowMW,r_glide_XP_Penalties,r_glide_XP_HBPenal,r_glide_XP_ExposPenal,r_glide_XP_RotPenal,r_glide_XP_PhobEn,r_glide_XP_PhobEnHB,r_glide_XP_PhobEnPairHB,r_glide_XP_PiCat,r_glide_XP_PiStack,i_glide_XP_PoseRank,r_glide_XP_Sitemap,r_glide_XP_Zpotr,r_i_glide_gscore,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_energy,r_i_glide_einternal,r_i_glide_emodel,SMILES
18145,Z1102996844,14125,Done,93.74,-5.86395,glide-grid_6eti,,,-5.86395,-0.650559,,,,,,,,,,,,,1.0,,,-5.86395,-45.7632,-6.20748,-51.9707,1.65711,-75.6731,COC(=O)C1CC[NH+](CCCNc2nc3c(cnn3C)c(=O)[nH]2)CC1
18146,Z816812008,12368,Done,35.21,-5.86365,glide-grid_6eti,,,-5.86365,-0.7,,,,,,,,,,,,,1.0,,,-5.86365,-30.1422,-5.14227,-35.2845,0.0,-50.582,CC(C)(NC(=O)c1ccc(C(=O)[O-])cn1)C(N)=O
18152,Z1102106568,16279,Done,82.48,-5.86309,glide-grid_6eti,,,-5.86309,0.0,,,,,,,,,,,,,1.0,,,-5.86309,-39.4641,-4.45256,-43.9167,5.09788,-64.965,CNC(=O)c1ccc(C(=O)N2CC[NH+](Cc3cc(C)no3)CC2)cn1
18153,Z1682101520,17153,Done,33.15,-5.86258,glide-grid_6eti,,,-5.86258,0.0,,,,,,,,,,,,,1.0,,,-5.86258,-32.0248,-3.09136,-35.1161,5.56026,-53.4746,NC(=O)[C@@H]1CCCN(S(=O)(=O)c2ccc(C(=O)[O-])cc2Cl)C1
18156,Z748558960,11372,Done,86.41,-5.86148,glide-grid_6eti,,,-5.86148,0.0,,,,,,,,,,,,,1.0,,,-5.86148,-34.3838,-2.44235,-36.8261,3.73674,-50.011,O=C(Nc1cnn(C[C@H]2CCCO2)c1)c1cnccn1
18157,Z1580099910,13396,Done,56.97,-5.86118,glide-grid_6eti,,,-5.86118,0.0,,,,,,,,,,,,,1.0,,,-5.86118,-41.5396,0.467284,-41.0724,3.81951,-59.4579,Cc1csc(N2CCN(C(=O)Nc3cnn(C(C)(C)C)c3)CC2)n1
18158,Z1650900715,6814,Done,48.51,-5.86091,glide-grid_6eti,,,-5.86091,-0.642071,,,,,,,,,,,,,1.0,,,-5.86091,-31.3399,-0.908762,-32.2487,1.45761,-45.1169,CCCc1nnc(NC(=O)c2ccc(F)cn2)s1
18160,Z1652743548,12379,Done,25.77,-5.86034,glide-grid_6eti,,,-5.86034,0.0,,,,,,,,,,,,,1.0,,,-5.86034,-29.8636,-2.58459,-32.4482,4.03037,-42.9567,Cc1[nH]ncc1S(=O)(=O)N1C[C@H]2CCC[C@H]([NH3+])[C@H]2C1
18162,Z1086533028,8058,Done,101.88,-5.85932,glide-grid_6eti,,,-5.85932,0.0,,,,,,,,,,,,,1.0,,,-5.85932,-37.9205,-2.71077,-40.6312,5.07025,-55.6846,Cc1nccn1CCCC(=O)N1CCC(C[NH+]2CCCC2)CC1
18164,Z916971614,20053,Done,73.26,-5.85921,glide-grid_6eti,,,-5.85921,-0.552334,,,,,,,,,,,,,1.0,,,-5.85921,-34.1713,-5.45088,-39.6222,9.64392,-54.3518,CC(C)(CCC(=O)[O-])NC(=O)COc1ccc([N+](=O)[O-])cc1
18168,Z2098692863,17581,Done,55.19,-5.8584,glide-grid_6eti,,,-5.8584,-0.471623,,,,,,,,,,,,,1.0,,,-5.8584,-35.4592,-3.70593,-39.1651,0.901359,-58.6616,Cn1ncc(CNC(=O)c2ccc(N3CCCC3)nc2)n1
18170,Z819896046,815,Done,53.83,-5.85835,glide-grid_6eti,,,-5.85835,-1.20977,,,,,,,,,,,,,1.0,,,-5.85835,-38.7857,-7.36168,-46.1474,1.52118,-66.1681,Cc1ncc(CNC(=O)N[C@@H](C)c2cnn(C)c2C)s1
18171,Z2234066329,20272,Done,28.51,-5.85817,glide-grid_6eti,,,-5.85817,-0.7,,,,,,,,,,,,,1.0,,,-5.85817,-37.5377,-2.63035,-40.1681,3.42304,-52.8637,O=c1cnc2cc(S(=O)(=O)N3CCC[C@@H](O)C3)ccc2[nH]1
18177,Z2946119097,12050,Done,93.07,-5.85654,glide-grid_6eti,,,-5.85654,-0.7,,,,,,,,,,,,,1.0,,,-5.85654,-41.7357,-1.09978,-42.8355,4.42324,-59.7863,CC(=O)NC[C@H]1CCC[NH+](Cc2noc(-c3cncc(C)c3)n2)C1
18189,Z1896868716,5677,Done,108.05,-5.85253,glide-grid_6eti,,,-5.85253,0.0,,,,,,,,,,,,,1.0,,,-5.85253,-34.2351,-4.88962,-39.1248,4.42089,-53.628,Cc1cc(NC(=O)C[NH+]2CCN(CC3(C)CCC3)CC2)no1
18190,Z756474900,1713,Done,65.05,-5.85195,glide-grid_6eti,,,-5.85195,0.0,,,,,,,,,,,,,1.0,,,-5.85195,-36.1905,-1.52943,-37.7199,6.31256,-52.629,COc1cc(C)c(S(=O)(=O)N[C@@H](C(=O)[O-])C(C)(C)C)cc1OC
18191,Z2056044912,17904,Done,101.81,-5.85176,glide-grid_6eti,,,-5.85176,-0.533124,,,,,,,,,,,,,1.0,,,-5.85176,-37.4783,-6.45206,-43.9304,3.34062,-62.8859,C[C@@H](O)C[NH+]1CCN(C(=O)Nc2cc(F)cc(Cl)c2)CC1
18192,Z98634926,16255,Done,92.82,-5.8517,glide-grid_6eti,,,-5.8517,0.0,,,,,,,,,,,,,1.0,,,-5.8517,-46.3128,-0.705283,-47.0181,3.98143,-70.2069,Cn1c(=O)c2ccccc2n2c(C[NH+]3CCC(C(=O)N4CCCCC4)CC3)nnc12
18193,Z1557496465,5490,Done,85.74,-5.85159,glide-grid_6eti,,,-5.85159,0.0,,,,,,,,,,,,,1.0,,,-5.85159,-36.3143,-4.05789,-40.3722,0.0,-58.6004,Cc1cc(N2CCC(C)(O)CC2)nc([C@@H](C)[NH+]2CCC(C)(O)CC2)n1
18195,Z1496001596,2718,Done,69.68,-5.85116,glide-grid_6eti,,,-5.85116,0.0,,,,,,,,,,,,,1.0,,,-5.85116,-24.2298,-1.6588,-25.8886,1.9465,-32.3461,Cc1cc(C(=O)NCC2(C(=O)[O-])CCOCC2)c(C)o1
18197,Z1525145344,14636,Done,34.75,-5.85094,glide-grid_6eti,,,-5.85094,0.0,,,,,,,,,,,,,1.0,,,-5.85094,-43.9807,-2.22788,-46.2085,8.60541,-58.5579,Cc1nc(C(=O)NC(C)(C)c2nc(C)c(C)s2)c(=O)[nH]c1C
18203,Z1030147940,9436,Done,83.57,-5.84723,glide-grid_6eti,,,-5.84723,0.0,,,,,,,,,,,,,1.0,,,-5.84723,-44.0779,-1.72557,-45.8034,4.50086,-59.3443,Cn1cc(C(=O)Nc2ccc(N3CCOCC3)cn2)c(C2CCCCC2)n1
18207,Z2094242025,1508,Done,40.96,-5.84608,glide-grid_6eti,,,-5.84608,0.0,,,,,,,,,,,,,1.0,,,-5.84608,-32.6549,-0.298717,-32.9536,6.10985,-43.0702,COC1CC(N(C)c2nnc(-c3ccccn3)s2)C1
18210,Z2143915057,6864,Done,83.44,-5.84447,glide-grid_6eti,,,-5.84447,0.0,,,,,,,,,,,,,1.0,,,-5.84447,-37.298,-2.26785,-39.5658,0.950641,-56.0387,CCc1ccccc1C(=O)NC1CC[NH+]([C@@H]2CCN(C)C2=O)CC1
18212,Z2218144772,11834,Done,85.19,-5.84381,glide-grid_6eti,,,-5.84381,-0.58355,,,,,,,,,,,,,1.0,,,-5.84381,-42.3321,-3.69706,-46.0291,6.55949,-69.3015,CCn1cnc2c(Nc3ccc(N(C(C)=O)C4CC4)cc3)ncnc21
18213,Z3074709836,17,Done,91.38,-5.84337,glide-grid_6eti,,,-5.84337,-0.415772,,,,,,,,,,,,,1.0,,,-5.84337,-33.0548,-1.05035,-34.1052,8.31299,-51.7606,CC1CC(NS(=O)(=O)c2cc(F)ccc2NCC(=O)N(C)C)C1
18215,Z3074709846,11082,Done,106.88,-5.84307,glide-grid_6eti,,,-5.84307,-0.7,,,,,,,,,,,,,1.0,,,-5.84307,-36.1092,-1.12776,-37.237,1.8403,-51.8017,CCO[C@H]1CCCN(S(=O)(=O)c2cc(F)ccc2NCCO)C1
18221,Z2506230253,9323,Done,53.18,-5.84151,glide-grid_6eti,,,-5.84151,-0.304191,,,,,,,,,,,,,1.0,,,-5.84151,-25.3461,-0.837388,-26.1835,6.00453,-22.5844,O=C([O-])CC[C@H]1CCCN1S(=O)(=O)c1cc(F)ccc1Cl
18223,Z1582861678,5170,Done,74.44,-5.84139,glide-grid_6eti,,,-5.84139,0.0,,,,,,,,,,,,,1.0,,,-5.84139,-44.621,-2.96508,-47.5861,4.78586,-71.4076,Clc1ccc2c(c1Cl)OCCC[C@@H]2[NH2+]Cc1nnnn1C1CC1
18228,Z1430998824,5212,Done,53.01,-5.8388,glide-grid_6eti,,,-5.8388,-1.18,,,,,,,,,,,,,1.0,,,-5.8388,-26.7682,-5.27742,-32.0456,9.33585,-40.1039,COc1ccccc1S(=O)(=O)N[C@@H](CO)C(=O)[O-]
18231,Z2511804104,4119,Done,34.9,-5.8376,glide-grid_6eti,,,-5.8376,0.0,,,,,,,,,,,,,1.0,,,-5.8376,-27.5773,-0.865027,-28.4424,2.42515,-37.4608,Cc1nc(C(=O)N2CCC(CC(=O)[O-])CC2)co1
18232,Z2717734021,11051,Done,48.26,-5.83732,glide-grid_6eti,,,-5.83732,0.0,,,,,,,,,,,,,1.0,,,-5.83732,-34.1115,-1.14903,-35.2606,3.08633,-43.7579,CC(C)n1ccc(CC(=O)N2CCc3nc(C(C)(C)C)ncc3C2)n1
18233,Z1002642748,19371,Done,93.99,-5.83699,glide-grid_6eti,,,-5.83699,0.0,,,,,,,,,,,,,1.0,,,-5.83699,-24.3478,-11.0564,-35.4042,5.80082,-55.0424,C[C@@H](NC(=O)C[NH2+][C@](C)(C(N)=O)c1ccccc1)C(=O)N(C)C
18234,Z271232648,2711,Done,57.19,-5.83675,glide-grid_6eti,,,-5.83675,0.0,,,,,,,,,,,,,1.0,,,-5.83675,-38.4027,-2.6526,-41.0553,3.08264,-55.1225,COc1ccc(CN(C)C(=O)c2ccc(C(=O)[O-])s2)c(OC)c1
18235,Z1005800534,5996,Done,64.81,-5.83647,glide-grid_6eti,,,-5.83647,-0.7,,,,,,,,,,,,,1.0,,,-5.83647,-33.9898,-6.12139,-40.1112,2.47803,-57.9756,C[C@@H](C(=O)NCc1cccc(O)c1)[NH+]1CCN(C)CC1
18237,Z1533647380,15853,Done,44.88,-5.83555,glide-grid_6eti,,,-5.83555,-0.7,,,,,,,,,,,,,1.0,,,-5.83555,-35.4571,-5.25053,-40.7076,1.04005,-57.5799,COCCC(=O)Nc1ccc2[nH]nc(C(N)=O)c2c1
18238,Z3498337289,19790,Done,65.96,-5.83403,glide-grid_6eti,,,-5.83403,-0.351243,,,,,,,,,,,,,1.0,,,-5.83403,-36.8096,-6.43309,-43.2427,2.38509,-51.3779,C[C@@H]1C[C@@H]([NH3+])CC[NH+]1Cc1cc(-c2ccccc2)n[nH]1
18239,Z2951366814,15076,Done,66.26,-5.83333,glide-grid_6eti,,,-5.83333,-0.7,,,,,,,,,,,,,1.0,,,-5.83333,-33.8151,-4.36648,-38.1816,1.25423,-51.713,C[C@H](c1ccc(Cl)cc1)[NH+]1CCc2c(O)nn(C)c2C1
18240,Z1585077934,3807,Done,41.8,-5.83328,glide-grid_6eti,,,-5.83328,0.0,,,,,,,,,,,,,1.0,,,-5.83328,-37.6474,-0.989814,-38.6372,5.26552,-51.671,CCc1nn(C)cc1NC(=O)c1ccn(C(C)C)n1
18244,Z2148189576,17066,Done,50.71,-5.82935,glide-grid_6eti,,,-5.82935,-0.7,,,,,,,,,,,,,1.0,,,-5.82935,-33.7787,-4.2856,-38.0643,14.32,-49.4373,O=S(=O)(NCC(F)(F)F)c1cnn(C2CCOCC2)c1
18249,Z1620911249,497,Done,35.68,-5.82876,glide-grid_6eti,,,-5.82876,-0.239827,,,,,,,,,,,,,1.0,,,-5.82876,-28.7353,-1.22695,-29.9623,0.314474,-40.3955,COc1cc(C)nc(N2CCC[C@@H](C(=O)[O-])C2)n1
18253,Z2155383509,9606,Done,29.71,-5.82825,glide-grid_6eti,,,-5.82825,0.0,,,,,,,,,,,,,1.0,,,-5.82825,-21.5994,-1.29644,-22.8959,5.00146,-33.691,Cc1ccsc1S(=O)(=O)N1CC[C@@H](C(=O)[O-])C(F)(F)C1
18256,Z2922472909,11653,Done,64.28,-5.82652,glide-grid_6eti,,,-5.82652,0.0,,,,,,,,,,,,,1.0,,,-5.82652,-32.1808,-1.19398,-33.3747,4.32377,-53.1262,O=C([O-])CCN(C(=O)c1nccc2cccnc12)C1CCOCC1
18257,Z3686939760,7283,Done,101.16,-5.82592,glide-grid_6eti,,,-5.82592,0.0,,,,,,,,,,,,,1.0,,,-5.82592,-46.4378,-4.08446,-50.5223,4.60913,-77.2443,CCc1noc(CN(C)C(=O)c2nc(C)c(C)c(N3CC[C@H]([NH+](C)C)C3)n2)n1
18258,Z1575681157,13995,Done,18.65,-5.82519,glide-grid_6eti,,,-5.82519,0.0,,,,,,,,,,,,,1.0,,,-5.82519,-30.6956,1.12111,-29.5745,6.8346,-42.0899,CC[C@]1(C)COCCN1S(=O)(=O)c1c(C)ccc2ncccc12
18261,Z1259334643,7842,Done,40.07,-5.82367,glide-grid_6eti,,,-5.82367,0.0,,,,,,,,,,,,,1.0,,,-5.82367,-25.2409,-1.94449,-27.1854,3.58244,-37.2803,C[NH+]1CCN([C@H](C(=O)[O-])c2cccc(Cl)c2)CC1
18262,Z2589637694,18090,Done,107.56,-5.82366,glide-grid_6eti,,,-5.82366,0.0,,,,,,,,,,,,,1.0,,,-5.82366,-40.3082,-3.438,-43.7462,2.07747,-66.3714,COCC[NH+]1CCC([NH2+]Cc2ccc(-c3scnc3C)cc2)CC1
18267,Z1331657532,17143,Done,34.57,-5.82277,glide-grid_6eti,,,-5.82277,0.0,,,,,,,,,,,,,1.0,,,-5.82277,-31.7856,-3.56083,-35.3464,2.98184,-46.3412,COc1ccc2nc(CN3CC[NH2+]CC3)sc2c1
18268,Z1689853036,8409,Done,28.86,-5.82255,glide-grid_6eti,,,-5.82255,0.0,,,,,,,,,,,,,1.0,,,-5.82255,-31.0851,-0.097226,-31.1823,2.43274,-48.5278,CN(C(=O)C1CCCC1)c1nc2ccccc2n1C
18269,Z3511865707,4649,Done,52.85,-5.82198,glide-grid_6eti,,,-5.82198,0.0,,,,,,,,,,,,,1.0,,,-5.82198,-37.6102,-1.8816,-39.4918,1.31646,-55.1137,Cc1cc(C[NH+]2Cc3ccccc3C[C@@H]2C(=O)N2CCCC2)n[nH]1
18270,Z4416716817,10505,Done,108.9,-5.82164,glide-grid_6eti,,,-5.82164,0.0,,,,,,,,,,,,,1.0,,,-5.82164,-48.3092,-0.784774,-49.094,3.9824,-71.2089,CC(F)(F)c1ccc(Cn2cc(CCNC(=O)C34CCC(C(=O)[O-])(CC3)CC4)nn2)nc1
18273,Z1127310163,18884,Done,64.49,-5.81835,glide-grid_6eti,,,-5.81835,0.0,,,,,,,,,,,,,1.0,,,-5.81835,-37.526,-2.97021,-40.4963,6.16755,-46.1816,C=C1CCN(C(=O)c2ccc(OC)c(S(=O)(=O)N(C)C)c2)CC1
18274,Z1528861466,11858,Done,104.98,-5.81834,glide-grid_6eti,,,-5.81834,-0.895643,,,,,,,,,,,,,1.0,,,-5.81834,-35.1668,-4.74602,-39.9128,6.90472,-53.9842,COCC1(O)CCN(C(=O)NC2CC[NH+](C3CC3)CC2)CC1
18276,Z808566002,3353,Done,45.91,-5.81697,glide-grid_6eti,,,-5.81697,0.0,,,,,,,,,,,,,1.0,,,-5.81697,-25.6533,-0.208345,-25.8617,2.0554,-34.1274,C[C@H](C(=O)N1CCC[C@@H]1CC(=O)[O-])n1cccn1
18280,Z3400819835,6598,Done,35.43,-5.81608,glide-grid_6eti,,,-5.81608,0.0,,,,,,,,,,,,,1.0,,,-5.81608,-25.077,-3.36011,-28.4371,0.697506,-34.728,Cc1nc([C@@H]2CCC[NH2+]C2)sc1C(=O)[O-]
18282,Z2449319126,10936,Done,99.94,-5.81507,glide-grid_6eti,,,-5.81507,-0.396902,,,,,,,,,,,,,1.0,,,-5.81507,-36.278,-3.6723,-39.9503,3.86838,-55.2248,CNC(=O)[C@H]1Cc2ccccc2C[NH+]1Cc1cnc(N(C)C)s1
18283,Z2112541399,970,Done,40.33,-5.81488,glide-grid_6eti,,,-5.81488,-0.7,,,,,,,,,,,,,1.0,,,-5.81488,-29.7728,-0.28564,-30.0584,14.1625,-26.0118,CC[C@H]1[C@@H](C(=O)[O-])CCN1S(=O)(=O)c1c(C)ccc2cccnc12
18284,Z1494916727,11205,Done,88.18,-5.81441,glide-grid_6eti,,,-5.81441,0.0,,,,,,,,,,,,,1.0,,,-5.81441,-45.4843,-3.57188,-49.0562,19.4376,-62.5433,CON(C)C(=O)[C@H](CCSC)NC(=O)c1cnc2n1CCCC2
18287,Z2330845195,20556,Done,69.64,-5.81348,glide-grid_6eti,,,-5.81348,0.0,,,,,,,,,,,,,1.0,,,-5.81348,-42.799,-2.33975,-45.1387,4.95318,-64.6351,Cc1nc([C@H]2CC[NH+](CC(=O)NCc3ccc(C)c(F)c3)C2)n[nH]1
18288,Z1869993704,18181,Done,66.13,-5.81217,glide-grid_6eti,,,-5.81217,0.0,,,,,,,,,,,,,1.0,,,-5.81217,-40.0816,-3.3163,-43.3979,8.57135,-62.901,Cc1nc2ccc(C(=O)N[C@H]3CC[NH+](C4CC[NH+](C)CC4)C3)cc2s1
18292,Z1646392432,5198,Done,72.45,-5.81051,glide-grid_6eti,,,-5.81051,0.0,,,,,,,,,,,,,1.0,,,-5.81051,-44.016,-1.91978,-45.9357,1.8966,-62.5382,COc1cccc2ncnc(N3CC[NH+](C[C@H]4CN(C(C)C)CCO4)CC3)c12
18294,Z2070121716,17576,Done,70.35,-5.80978,glide-grid_6eti,,,-5.80978,-0.516982,,,,,,,,,,,,,1.0,,,-5.80978,-36.0841,-0.935772,-37.0199,9.02855,-49.1593,Cc1cc(N2CCC(N(C)C(=O)COC(F)F)CC2)nc(C(C)C)n1
18295,Z1603439766,2864,Done,87.38,-5.80889,glide-grid_6eti,,,-5.80889,0.0,,,,,,,,,,,,,1.0,,,-5.80889,-37.087,-1.57674,-38.6637,6.85337,-54.2168,CC1=C(C(=O)N2CCN(S(=O)(=O)c3ccc(C(=O)[O-])cc3)CC2)CCC1
18297,Z1902473520,3527,Done,108.25,-5.80819,glide-grid_6eti,,,-5.80819,0.0,,,,,,,,,,,,,1.0,,,-5.80819,-38.3147,-4.91711,-43.2318,2.88919,-64.3108,c1nc2n(n1)C[C@@H]([NH2+]Cc1ccc(C3CCC3)cc1)CC2
18302,Z1104693989,3560,Done,172.98,-5.80646,glide-grid_6eti,,,-5.80646,0.0,,,,,,,,,,,,,1.0,,,-5.80646,-40.7934,-5.02867,-45.8221,15.4258,-60.4933,Cc1cc(NC(=O)C[NH+]2CCC[C@@H](C[NH+]3CCCCCC3)C2)n(C)n1
18303,Z1038226542,571,Done,68.65,-5.80642,glide-grid_6eti,,,-5.80642,0.0,,,,,,,,,,,,,1.0,,,-5.80642,-43.2181,-2.58826,-45.8063,4.0524,-61.8015,CNC(=O)[C@H]1CCCCN1C(=O)Cc1nc(-c2ccsc2)oc1C
18305,Z2982736990,21286,Done,28.5,-5.80576,glide-grid_6eti,,,-5.80576,0.0,,,,,,,,,,,,,1.0,,,-5.80576,-32.3465,0.0740579,-32.2724,2.90932,-42.3661,COCCn1cc(-c2cncc(Br)c2)nn1
18308,Z2783997367,5053,Done,67.1,-5.80471,glide-grid_6eti,,,-5.80471,0.0,,,,,,,,,,,,,1.0,,,-5.80471,-32.6478,-3.52212,-36.1699,3.00016,-49.389,CC1(Cn2cc(C(=O)NC3COC3)nn2)COC1
18309,Z2255583001,8085,Done,133.68,-5.8042,glide-grid_6eti,,,-5.8042,-0.611733,,,,,,,,,,,,,1.0,,,-5.8042,-38.4952,-5.05399,-43.5492,5.27569,-62.9967,CC(C)(O)C[NH+]1CCN(C(=O)c2cc3c([nH]2)CCCC3)CC1
18312,Z763461218,4426,Done,60.97,-5.80283,glide-grid_6eti,,,-5.80283,0.0,,,,,,,,,,,,,1.0,,,-5.80283,-41.5244,-1.85188,-43.3763,3.86362,-57.9946,O=C([C@H]1CCCN1S(=O)(=O)c1cccs1)N1CC[NH2+]CC1
18314,Z3686011151,8493,Done,97.22,-5.80243,glide-grid_6eti,,,-5.80243,0.0,,,,,,,,,,,,,1.0,,,-5.80243,-43.6982,-5.71154,-49.4098,2.79763,-72.8596,Cn1c(N2CC[C@H]([NH2+]Cc3cc4c(cn3)OCCO4)C2)cc(=O)n(C)c1=O
18317,Z373355580,12503,Done,35.86,-5.80171,glide-grid_6eti,,,-5.80171,0.0,,,,,,,,,,,,,1.0,,,-5.80171,-37.8227,-5.36408,-43.1867,10.8183,-59.9663,CCS(=O)(=O)NC1CCN(c2ncnc3nc[nH]c23)CC1
18320,Z1515898205,1296,Done,54.35,-5.8005,glide-grid_6eti,,,-5.8005,-0.7,,,,,,,,,,,,,1.0,,,-5.8005,-35.5782,-1.82432,-37.4025,4.92582,-53.0936,Cc1cc(C(=O)NC2(C)CCC2)c(C)n1-c1nccs1
18321,Z2044017057,2791,Done,104.83,-5.79971,glide-grid_6eti,,,-5.79971,-1.02071,,,,,,,,,,,,,1.0,,,-5.79971,-28.0024,-8.50566,-36.5081,7.69685,-49.3625,O=C(NCCC1(O)CCC1)NCc1cccnn1
18322,Z362011992,678,Done,71.53,-5.79957,glide-grid_6eti,,,-5.79957,0.0,,,,,,,,,,,,,1.0,,,-5.79957,-35.2493,-1.97767,-37.227,7.26986,-50.1394,C[C@H](CNC(=O)N1CCCC1)[NH+]1CCc2sccc2C1
18324,Z1708056659,21397,Done,84.14,-5.79752,glide-grid_6eti,,,-5.79752,0.0,,,,,,,,,,,,,1.0,,,-5.79752,-34.9638,-0.339852,-35.3036,12.5661,-42.44,CC(C)(C)C[C@@H](CC(=O)[O-])NS(=O)(=O)c1ccccc1C#N
18326,Z1563136777,848,Done,35.67,-5.79706,glide-grid_6eti,,,-5.79706,0.0,,,,,,,,,,,,,1.0,,,-5.79706,-37.8965,-7.21107,-45.1076,8.40587,-50.6902,COc1ccc2cccc(NS(=O)(=O)N3CCOCC3)c2n1
18327,Z1779563688,513,Done,59.2,-5.79694,glide-grid_6eti,,,-5.79694,-0.529238,,,,,,,,,,,,,1.0,,,-5.79694,-30.9787,-4.0978,-35.0765,11.9912,-31.6418,Cn1cc(N2CC[C@@H]([NH+]3CC[C@H](O)C(C)(C)C3)C2=O)cn1
18329,Z1978114987,5941,Done,21.84,-5.79494,glide-grid_6eti,,,-5.79494,-0.7,,,,,,,,,,,,,1.0,,,-5.79494,-28.1933,-2.66021,-30.8535,0.89501,-41.0801,CC(C)NC(=O)c1cc(N)ncc1Br
18332,Z2482883624,6566,Done,96.5,-5.79413,glide-grid_6eti,,,-5.79413,-0.542233,,,,,,,,,,,,,1.0,,,-5.79413,-30.7504,-6.01975,-36.7702,16.1197,-43.0014,CC(=O)N[C@H]1CCC[NH+]([C@H](C(=O)[O-])c2ccccc2)C1
18334,Z2799097631,10383,Done,55.71,-5.7936,glide-grid_6eti,,,-5.7936,0.0,,,,,,,,,,,,,1.0,,,-5.7936,-29.0116,-5.188,-34.1996,1.09757,-45.4469,COc1ccc(NC(=O)N2CC[NH2+]CC2)cc1
18336,Z2482842185,13556,Done,72.59,-5.793,glide-grid_6eti,,,-5.793,0.0,,,,,,,,,,,,,1.0,,,-5.793,-35.8321,-2.24067,-38.0728,1.24013,-54.6017,Cc1sc(C(=O)[O-])cc1C[NH+](C)C[C@H]1COc2ccccc2O1
18338,Z1443859575,21298,Done,68.1,-5.7929,glide-grid_6eti,,,-5.7929,-0.7,,,,,,,,,,,,,1.0,,,-5.7929,-30.9595,-3.82854,-34.7881,5.32762,-47.4036,CSC[C@H](C)C(=O)Nc1ccc(C(=O)[O-])cc1
18339,Z1252611953,8733,Done,99.68,-5.79206,glide-grid_6eti,,,-5.79206,-0.7,,,,,,,,,,,,,1.0,,,-5.79206,-30.1727,-5.01027,-35.1829,3.08831,-50.3904,CCCc1nc(C[NH+]2CCC[C@@](O)(C(F)(F)F)C2)no1
18340,Z1554940127,2935,Done,58.36,-5.79153,glide-grid_6eti,,,-5.79153,0.0,,,,,,,,,,,,,1.0,,,-5.79153,-37.9431,-4.30394,-42.247,5.88502,-57.1723,Cc1nn2c(C[NH2+][C@@H]3CCOC4(CCOCC4)C3)c(C)nc2s1
18364,Z133704356,17273,Done,40.96,-5.78269,glide-grid_6eti,,,-5.78269,-0.294941,,,,,,,,,,,,,1.0,,,-5.78269,-33.676,-1.67452,-35.3506,5.00521,-44.3992,Cc1ccc(C(=O)[O-])cc1S(=O)(=O)N(C)Cc1cccs1
18365,Z1325681165,18615,Done,39.7,-5.78259,glide-grid_6eti,,,-5.78259,-0.7,,,,,,,,,,,,,1.0,,,-5.78259,-41.4354,-3.79195,-45.2273,4.3454,-62.4479,CN(Cc1nc2c(s1)CCCC2)C(=O)c1cccnc1O
18366,Z285613402,9295,Done,55.32,-5.78257,glide-grid_6eti,,,-5.78257,-0.589377,,,,,,,,,,,,,1.0,,,-5.78257,-26.5438,-2.73159,-29.2754,3.42154,-37.0202,COCCNS(=O)(=O)c1ccccc1C(=O)[O-]
18367,Z2210735140,3253,Done,64.95,-5.78218,glide-grid_6eti,,,-5.78218,0.0,,,,,,,,,,,,,1.0,,,-5.78218,-27.2105,1.49671,-25.7138,4.58765,-38.375,Cc1ccc(C)c(S(=O)(=O)N2CCC[C@H]2CCC(=O)[O-])c1
18372,Z899968712,16232,Done,68.95,-5.78037,glide-grid_6eti,,,-5.78037,-0.207593,,,,,,,,,,,,,1.0,,,-5.78037,-29.0628,-6.19993,-35.2627,3.5603,-48.2392,C[C@H](C(=O)NC1CCN(CC(F)(F)F)CC1)n1cccn1
18373,Z410631390,20081,Done,42.37,-5.78014,glide-grid_6eti,,,-5.78014,0.0,,,,,,,,,,,,,1.0,,,-5.78014,-39.4516,-1.55711,-41.0087,1.31819,-57.8335,CC(=O)N1CCCN(C(=O)Nc2nnc(C)s2)CC1
18374,Z1127075546,13993,Done,109.43,-5.77965,glide-grid_6eti,,,-5.77965,-0.450342,,,,,,,,,,,,,1.0,,,-5.77965,-41.4693,-3.01739,-44.4867,5.077,-59.759,CCNC(=O)C[NH+]1CCCN(C(=O)c2cccn(C)c2=O)CC1
18375,Z2015068007,11145,Done,42.15,-5.77895,glide-grid_6eti,,,-5.77895,-0.132383,,,,,,,,,,,,,1.0,,,-5.77895,-34.3546,-2.27693,-36.6316,3.58523,-43.8432,CCCN(C(=O)c1cnn(C)c1)[C@H]1CC(=O)N(C)C1=O
18378,Z2790058426,19097,Done,57.38,-5.77866,glide-grid_6eti,,,-5.77866,0.0,,,,,,,,,,,,,1.0,,,-5.77866,-30.0095,-2.82677,-32.8363,0.907617,-48.9931,CC[C@H](C)C1=[NH+]N(c2ccc(C(F)(F)F)nn2)C(=O)C1
